loan_id,customer_id,institution_id,loan_amount,loan_status,interest_rate,loan_tenure_months,application_date,disbursement_date,maturity_date,emi_amount,purpose_of_loan
1535,1818,1273,483037.25,Active,11.60000038,48,15-02-2024,27-03-2024,06-03-2028,12624.46973,Living Expenses
1536,1818,3964,618315,Active,11.44999981,72,05-03-2022,16-03-2022,13-02-2028,11913.62012,Course Fees
1537,4392,1771,274672.5625,Active,14.52999973,84,27-01-2022,22-02-2022,16-01-2029,5228,Equipment & Books
1538,4392,4362,315347.375,Active,14.52999973,60,03-08-2022,28-08-2022,02-08-2027,7423.779785,Course Fees
1539,618,4169,339240.375,Active,11.97000027,96,23-09-2022,14-10-2022,02-09-2030,5508.560059,Course Fees
1540,618,2909,492808.125,Active,14.35000038,60,27-06-2024,08-08-2024,13-07-2029,11555.62988,Living Expenses
1541,2274,2826,366213.4688,Active,15.5,60,26-07-2023,14-08-2023,18-07-2028,8807.759766,Course Fees + Living
1542,2274,3905,572131.625,Active,16.44000053,36,08-01-2025,21-01-2025,06-01-2028,20238,Equipment & Books
1543,3472,2645,526940.6875,Active,10.73999977,96,14-10-2023,31-10-2023,19-09-2031,8202.929688,Living Expenses
1544,3472,817,777409.5,Active,9.220000267,36,23-12-2022,03-01-2023,18-12-2025,24800.34961,Course Fees + Living
1545,2433,1579,369763.1563,Active,15.77000046,72,06-04-2024,08-05-2024,07-04-2030,7974.209961,Living Expenses
1546,2433,175,346171,Closed,15.05000019,36,12-03-2022,06-04-2022,21-03-2025,12009.28027,Course Fees
1547,4596,2706,755875.8125,Active,9.31000042,36,01-03-2025,14-03-2025,27-02-2028,24146.96094,Course Fees + Living
1548,4596,831,415461.0625,Active,11.75,60,09-10-2023,21-11-2023,25-10-2028,9189.80957,Course Fees
1549,4756,4036,168773.1875,Active,12.59000015,48,17-03-2025,12-04-2025,22-03-2029,4493.600098,Course Fees + Living
1550,4756,2038,573057.6875,Active,12.77999973,72,28-08-2022,01-10-2022,30-08-2028,11438.0498,Equipment & Books
1551,1422,3137,341465.6875,Overdue,14.18000031,48,31-01-2022,10-03-2022,17-02-2026,9361.429688,Equipment & Books
1552,1422,1025,264494.8438,Closed,11.19999981,36,04-10-2021,24-10-2021,08-10-2024,8684.290039,Course Fees
1553,3198,2463,273618.4688,Defaulted,14.64999962,84,05-01-2024,31-01-2024,25-12-2030,5226.379883,Course Fees
1554,3198,2805,238250.5,Defaulted,13.38000011,96,23-09-2023,03-11-2023,22-09-2031,4055.439941,Living Expenses
1555,2432,2747,328381.3438,Active,14.40999985,72,02-09-2022,13-09-2022,12-08-2028,6838.790039,Living Expenses
1556,2432,4484,264809.5938,Active,11.06000042,72,07-02-2024,07-03-2024,04-02-2030,5049.180176,Equipment & Books
1557,1846,4313,803968.375,Active,11.38000011,48,23-11-2022,17-12-2022,26-11-2026,20928.59961,Course Fees + Living
1558,1846,4432,298015.25,Active,11,36,23-04-2025,13-05-2025,27-04-2028,9756.919922,Course Fees + Living
1559,1407,2222,731718.75,Active,13.96000004,72,28-09-2024,04-11-2024,04-10-2030,15060.79004,Course Fees + Living
1560,1407,2112,359910.5625,Defaulted,12.59000015,96,15-06-2022,28-06-2022,17-05-2030,5967.77002,Course Fees
1561,4595,4907,414338.5,Active,11.27000046,36,01-01-2024,09-02-2024,24-01-2027,13617.08008,Course Fees
1562,4595,4199,471004.0313,Active,11.84000015,60,30-09-2023,11-10-2023,14-09-2028,10439.98047,Course Fees + Living
1563,589,299,414201.9063,Active,14.68000031,84,12-04-2022,26-05-2022,19-04-2029,7918.97998,Course Fees + Living
1564,589,3713,729323.0625,Active,14.28999996,48,13-01-2025,01-02-2025,11-01-2029,20036.5,Course Fees
1565,1929,4959,803541.8125,Active,13.65999985,60,24-05-2023,07-07-2023,10-06-2028,18557.50977,Course Fees + Living
1566,1929,4974,249137.3594,Active,13.65999985,60,08-09-2023,26-09-2023,30-08-2028,5753.100098,Course Fees + Living
1567,3444,3176,150000,Active,12.90999985,36,26-05-2023,11-06-2023,26-05-2026,5047.839844,Course Fees
1568,3444,4867,150000,Active,12.98999977,48,28-01-2022,13-03-2022,20-02-2026,4023.100098,Equipment & Books
1569,3948,663,568467.75,Defaulted,10.89000034,60,13-08-2022,05-09-2022,10-08-2027,12329.21973,Equipment & Books
1570,3948,1233,256898.8281,Active,9.729999542,84,23-12-2021,26-01-2022,20-12-2028,4228.959961,Course Fees
1571,3995,3831,512266.1875,Active,11.68000031,72,20-04-2025,14-05-2025,13-04-2031,9930.44043,Course Fees
1572,3995,1297,399690.6563,Active,12.18000031,96,22-06-2024,26-07-2024,14-06-2032,6536.129883,Course Fees + Living
1573,3904,385,709501.3125,Active,11.07999992,48,25-12-2024,12-01-2025,22-12-2028,18363.51953,Course Fees + Living
1574,3904,2538,283892.125,Active,13.96000004,72,13-04-2022,03-05-2022,01-04-2028,5843.049805,Course Fees
1575,2424,1091,724508.0625,Active,13.40999985,36,08-05-2025,04-06-2025,19-05-2028,24556.25,Course Fees
1576,2424,2922,728143.75,Active,16.37999916,72,20-07-2023,09-08-2023,08-07-2029,15947.69043,Equipment & Books
1577,237,3857,282069.5938,Active,12.93999958,36,29-10-2024,02-12-2024,17-11-2027,9496.110352,Course Fees
1578,237,117,349133.9063,Active,13.60000038,84,05-03-2025,09-04-2025,03-03-2032,6466.279785,Course Fees + Living
1579,2844,2905,430308.4688,Active,11.72999954,84,01-08-2024,29-08-2024,24-07-2031,7534.649902,Course Fees
1580,2844,1364,311529.4688,Active,11.96000004,72,16-10-2022,01-11-2022,30-09-2028,6084.220215,Course Fees + Living
1581,3329,3160,613473.375,Active,14.26000023,96,15-12-2023,30-12-2023,18-11-2031,10749.5498,Course Fees
1582,3329,3573,570836.625,Defaulted,16.64999962,84,28-08-2021,07-09-2021,01-08-2028,11549.5,Living Expenses
1583,494,4843,150000,Active,14.26000023,60,04-08-2021,28-08-2021,02-08-2026,3510.419922,Course Fees + Living
1584,494,2876,444833.4063,Active,16.5,72,27-11-2023,07-01-2024,06-12-2029,9772.980469,Course Fees + Living
1585,1029,1743,649049.6875,Active,14.47000027,72,25-10-2023,09-12-2023,07-11-2029,13536.37988,Course Fees
1586,1029,3963,416675.5938,Defaulted,14.17000008,60,06-06-2023,17-07-2023,20-06-2028,9731.839844,Course Fees + Living
1587,4458,4676,416977.8438,Active,9.409999847,60,04-08-2023,27-08-2023,31-07-2028,8738.959961,Course Fees
1588,4458,266,482995.1563,Active,11.93999958,60,09-10-2022,01-11-2022,06-10-2027,10729.5,Course Fees
1589,119,1467,506202.8438,Defaulted,16.85000038,48,11-03-2025,17-04-2025,27-03-2029,14566.5,Course Fees
1590,119,1220,234762.4688,Active,13.19999981,84,07-06-2023,26-06-2023,20-05-2030,4296.310059,Course Fees
1591,4959,4676,374918.1875,Active,12.97000027,84,15-03-2022,02-04-2022,24-02-2029,6815.140137,Hostel Fees
1592,4959,4129,451694.8438,Active,12.27999973,96,25-07-2024,25-08-2024,14-07-2032,7411.089844,Equipment & Books
1593,304,3364,354551.2813,Active,11.61999989,84,26-02-2022,14-03-2022,05-02-2029,6187.240234,Living Expenses
1594,304,3299,312725.75,Active,13.80000019,36,26-12-2022,29-01-2023,13-01-2026,10658.15039,Course Fees + Living
1595,3790,2384,410189.9375,Active,9.180000305,48,11-03-2025,22-04-2025,01-04-2029,10243.01953,Course Fees
1596,3790,539,207058.2188,Active,10.48999977,48,12-05-2023,24-06-2023,03-06-2027,5300.319824,Equipment & Books
1597,3635,4391,366732.0625,Defaulted,15.64999962,96,29-07-2022,24-08-2022,13-07-2030,6720.649902,Course Fees + Living
1598,3635,3767,443768.625,Overdue,14.15999985,72,20-08-2021,04-09-2021,04-08-2027,9181.589844,Course Fees + Living
1599,2761,4345,255703.8594,Active,15.73999977,60,05-10-2024,26-10-2024,30-09-2029,6183.629883,Living Expenses
1600,2761,2769,164317.75,Active,15.56000042,60,14-06-2024,02-07-2024,06-06-2029,3957.929932,Hostel Fees
1601,2561,4001,907111.6875,Active,10.60000038,84,27-01-2023,21-02-2023,15-01-2030,15343.32031,Course Fees
1602,2561,466,392056.9063,Active,11.38000011,48,11-03-2023,26-03-2023,05-03-2027,10204.53027,Course Fees
1603,4855,3240,387480.875,Active,13.15999985,36,26-03-2023,11-04-2023,26-03-2026,13084.9502,Living Expenses
1604,4855,1380,404249.125,Active,11.76000023,60,27-08-2021,20-09-2021,25-08-2026,8943.669922,Equipment & Books
1605,3488,1735,198046.9531,Active,16.61000061,72,24-09-2024,28-10-2024,27-09-2030,4362.580078,Course Fees
1606,3488,764,356069.0625,Active,15.55000019,72,16-02-2023,30-03-2023,26-02-2029,7636.140137,Course Fees + Living
1607,4639,342,484845.1563,Active,12.48999977,84,14-08-2022,31-08-2022,25-07-2029,8687.030273,Equipment & Books
1608,4639,1885,322157.2188,Active,14.06000042,72,31-01-2022,01-03-2022,29-01-2028,6648.459961,Living Expenses
1609,2587,3282,488109.4063,Defaulted,13.39000034,72,17-06-2022,19-07-2022,17-06-2028,9900.169922,Equipment & Books
1610,2587,616,299526.9375,Defaulted,16.39999962,48,28-04-2024,18-05-2024,27-04-2028,8550.179688,Course Fees
1611,2826,911,349875.375,Active,9.270000458,72,06-08-2021,06-09-2021,06-08-2027,6354.359863,Course Fees + Living
1612,2826,4798,916331.3125,Active,10.59000015,60,05-07-2024,12-08-2024,17-07-2029,19735.65039,Course Fees
1613,3078,2838,276141.4375,Active,10.10999966,72,17-01-2024,05-02-2024,04-01-2030,5130.890137,Course Fees + Living
1614,3078,1263,517977.9063,Active,9.529999733,84,29-10-2021,03-12-2021,27-10-2028,8475.049805,Course Fees + Living
1615,1314,4793,302943.875,Active,16.42000008,48,21-11-2024,22-12-2024,01-12-2028,8650.160156,Equipment & Books
1616,1314,451,437578.6563,Active,15.59000015,72,17-12-2022,22-01-2023,21-12-2028,9393.299805,Course Fees + Living
1617,130,2269,176623.0469,Active,11.93999958,84,17-05-2024,13-06-2024,08-05-2031,3112.419922,Course Fees
1618,130,4754,926114.3125,Active,13.43999958,48,22-06-2024,21-07-2024,30-06-2028,25047.18945,Course Fees
1619,2111,2643,344803.5313,Defaulted,14.25,36,21-07-2024,28-08-2024,13-08-2027,11826.95996,Course Fees
1620,2111,4675,223167.5,Closed,11.93000031,36,25-12-2021,04-02-2022,19-01-2025,7405.330078,Course Fees
1621,706,4729,346933.875,Active,15.39000034,36,02-04-2023,14-05-2023,28-04-2026,12093.03027,Course Fees + Living
1622,706,3603,575004.25,Active,16.69000053,84,06-03-2025,19-04-2025,13-03-2032,11647.51953,Hostel Fees
1623,2714,4246,398644.4063,Active,16.90999985,72,12-05-2023,21-06-2023,20-05-2029,8848.799805,Equipment & Books
1624,2714,775,595106.5625,Active,13.56000042,36,03-11-2024,01-12-2024,16-11-2027,20212.26953,Living Expenses
1625,4529,2950,413072.125,Active,16.80999947,84,08-10-2024,07-11-2024,02-10-2031,8395.509766,Course Fees + Living
1626,4529,2593,273181.4375,Active,13.68000031,60,17-11-2021,20-12-2021,24-11-2026,6310.549805,Course Fees + Living
1627,924,1928,692200.25,Active,13.97999954,84,22-02-2022,21-03-2022,12-02-2029,12964.80957,Course Fees + Living
1628,924,3422,892974.375,Defaulted,15.77999973,48,15-09-2024,23-10-2024,02-10-2028,25206.90039,Equipment & Books
1629,4722,3383,231795.2344,Active,11.43000031,36,29-09-2024,30-10-2024,15-10-2027,7635.580078,Course Fees
1630,4722,4481,150000,Active,11.75,84,12-01-2024,27-01-2024,21-12-2030,2628.120117,Living Expenses
1631,2992,720,281765.2813,Active,9.039999962,96,24-06-2023,09-07-2023,28-05-2031,4133.660156,Course Fees + Living
1632,2992,1666,424502.125,Active,10.31999969,72,15-10-2024,23-11-2024,23-10-2030,7932.709961,Course Fees + Living
1633,320,59,434741.3125,Active,13.47000027,48,05-01-2023,15-02-2023,25-01-2027,11764.70996,Course Fees + Living
1634,320,1959,282462.5625,Active,14.86999989,72,03-03-2022,18-03-2022,15-02-2028,5952.720215,Hostel Fees
1635,2199,4441,460667.3438,Active,11.22999954,96,28-11-2023,09-12-2023,28-10-2031,7293.589844,Course Fees
1636,2199,3039,348505.375,Active,10.43000031,48,19-12-2024,03-01-2025,13-12-2028,8910.599609,Course Fees
1637,4148,358,291217.7188,Active,13.39999962,96,20-11-2021,26-12-2021,14-11-2029,4959.529785,Course Fees
1638,4148,624,357062.375,Active,11.61999989,72,30-11-2024,09-01-2025,09-12-2030,6910.069824,Course Fees
1639,45,2994,533877.75,Active,14.27999973,96,03-01-2025,26-01-2025,15-12-2032,9359.320313,Course Fees + Living
1640,45,713,899595,Active,11.82999992,48,25-06-2022,06-08-2022,16-07-2026,23613.06055,Course Fees
1641,4800,4662,307419.4063,Active,16.12999916,48,11-03-2022,18-04-2022,28-03-2026,8732.160156,Course Fees + Living
1642,4800,1214,289208.2813,Active,16.75,48,18-01-2023,23-02-2023,02-02-2027,8308.219727,Course Fees + Living
1643,3124,3256,796806.5,Active,14.10000038,96,06-07-2024,20-08-2024,09-07-2032,13887.83008,Living Expenses
1644,3124,4801,421517.125,Active,11.89000034,84,29-12-2022,08-01-2023,02-12-2029,7416.399902,Course Fees
1645,882,4692,488420.4688,Active,12.27000046,60,30-03-2023,14-04-2023,18-03-2028,10931.16992,Course Fees
1646,882,4567,369823.0313,Overdue,13.43999958,36,24-03-2023,07-05-2023,21-04-2026,12539.48047,Hostel Fees
1647,4583,61,442052.7813,Active,14.47999954,60,13-09-2021,01-10-2021,05-09-2026,10397.08984,Course Fees + Living
1648,4583,690,362145.25,Active,14.13000011,48,18-04-2023,07-05-2023,16-04-2027,9919.349609,Equipment & Books
1649,1988,4105,294841.5625,Defaulted,16.94000053,36,07-01-2022,10-02-2022,25-01-2025,10503.54004,Course Fees
1650,1988,1035,304660.0938,Defaulted,14.42000008,36,17-12-2023,03-01-2024,18-12-2026,10475.20996,Course Fees
1651,4462,4135,908725.3125,Active,10.31000042,96,20-07-2024,03-08-2024,22-06-2032,13938.92969,Course Fees + Living
1652,4462,3380,293819.0625,Active,10.39000034,96,04-12-2024,28-12-2024,16-11-2032,4518.779785,Equipment & Books
1653,1018,1387,332102.375,Active,9.890000343,96,13-01-2022,01-02-2022,21-12-2029,5019.850098,Course Fees + Living
1654,1018,3644,277855.9688,Active,9.390000343,72,13-06-2024,16-07-2024,15-06-2030,5063.029785,Course Fees
1655,2265,4890,436575.4063,Active,9.510000229,84,01-07-2024,19-07-2024,13-06-2031,7137.569824,Course Fees
1656,2265,30,863823.5625,Active,10.14999962,96,05-06-2024,24-06-2024,13-05-2032,13175.70996,Living Expenses
1657,1551,4342,389932.125,Active,11.31000042,48,07-09-2023,06-10-2023,15-09-2027,10137.2998,Living Expenses
1658,1551,2239,473752.2813,Active,11.73999977,72,20-11-2023,06-12-2023,04-11-2029,9197.910156,Course Fees + Living
1659,2584,2336,348686.7813,Active,13.27999973,72,01-08-2023,22-08-2023,21-07-2029,7050.97998,Living Expenses
1660,2584,4819,481255.2813,Defaulted,11.85000038,96,18-12-2024,19-01-2025,08-12-2032,7782.390137,Course Fees
1661,1899,1433,289477.125,Active,13.13000011,36,07-07-2022,10-08-2022,25-07-2025,9771.209961,Course Fees
1662,1899,4861,214987.9063,Active,12.64999962,84,24-04-2024,19-05-2024,13-04-2031,3870.560059,Course Fees + Living
1663,4163,4538,289972.375,Active,11.52000046,84,27-01-2022,15-02-2022,09-01-2029,5044.220215,Course Fees
1664,4163,3267,405133.875,Active,13.53999996,48,09-12-2021,19-12-2021,28-11-2025,10977.62988,Course Fees
1665,3537,2496,736678.875,Active,11.64999962,36,25-09-2022,21-10-2022,05-10-2025,24345.08984,Living Expenses
1666,3537,179,316095.75,Active,12.52999973,84,15-02-2025,12-03-2025,04-02-2032,5669.459961,Course Fees
1667,1711,467,469061.75,Active,14.43999958,48,10-08-2023,22-09-2023,01-09-2027,12920.83008,Course Fees + Living
1668,1711,2468,469617.4063,Active,13.39000034,96,16-07-2022,11-08-2022,30-06-2030,7995.47998,Course Fees
1669,2585,3241,208138.875,Active,14.67000008,36,19-07-2024,29-08-2024,14-08-2027,7182.109863,Course Fees
1670,2585,3558,298915.0938,Active,13.73999977,84,09-11-2021,21-12-2021,14-11-2028,5558.430176,Living Expenses
1671,979,4887,257580.4375,Active,15.47999954,72,18-03-2025,01-05-2025,31-03-2031,5514.140137,Course Fees
1672,979,3911,478518.5625,Active,14.77999973,48,14-06-2023,17-07-2023,26-06-2027,13263.33984,Living Expenses
1673,1030,1522,406761.1875,Active,12.64000034,60,17-10-2022,31-10-2022,05-10-2027,9180.980469,Course Fees + Living
1674,1030,1678,680804.9375,Active,13.85999966,84,04-08-2024,14-08-2024,09-07-2031,12706.26953,Course Fees + Living
1675,3691,1210,649894.625,Closed,10.14000034,36,21-05-2022,31-05-2022,15-05-2025,21011.96094,Course Fees + Living
1676,3691,4919,262195.625,Active,10.93999958,48,10-02-2025,12-03-2025,19-02-2029,6769.02002,Course Fees + Living
1677,1261,3796,410520.25,Active,10.27000046,96,31-05-2023,05-07-2023,24-05-2031,6288.859863,Course Fees + Living
1678,1261,2146,427606.3438,Closed,11.98999977,36,02-12-2021,13-01-2022,28-12-2024,14200.20996,Course Fees + Living
1679,1553,2784,215434.7344,Active,15.64999962,72,04-09-2022,14-09-2022,13-08-2028,4632.160156,Course Fees + Living
1680,1553,2430,314892.0938,Active,14.40999985,84,26-11-2024,08-01-2025,03-12-2031,5973.27002,Course Fees
1681,4338,621,352840.375,Active,14.63000011,60,19-09-2021,18-10-2021,22-09-2026,8326.070313,Hostel Fees
1682,4338,842,205977.125,Active,16.11000061,84,12-09-2021,04-10-2021,28-08-2028,4103.97998,Equipment & Books
1683,3840,3711,174297.625,Overdue,15.38000011,72,30-11-2023,11-12-2023,09-11-2029,3721.969971,Equipment & Books
1684,3840,3491,174297.625,Active,13.57999992,48,13-07-2023,11-08-2023,21-07-2027,4726.459961,Course Fees + Living
1685,923,2427,367360.3125,Active,13.51000023,72,16-03-2022,05-04-2022,04-03-2028,7473.169922,Living Expenses
1686,923,2831,409391.7813,Defaulted,16.25,60,12-09-2022,20-10-2022,24-09-2027,10010.58984,Course Fees
1687,144,926,291235.875,Active,15.57999992,96,05-07-2024,22-07-2024,10-06-2032,5325.339844,Course Fees + Living
1688,144,666,298908.3438,Active,15.86999989,96,20-12-2023,01-01-2024,20-11-2031,5515.450195,Course Fees
1689,4584,3198,314882.8438,Active,16.31999969,96,26-06-2024,07-08-2024,26-06-2032,5892.939941,Living Expenses
1690,4584,1468,613343.6875,Active,14.64999962,48,11-03-2025,31-03-2025,10-03-2029,16960.38086,Living Expenses
1691,321,1624,750351.25,Defaulted,15.11999989,72,30-05-2023,13-07-2023,11-06-2029,15914.32031,Hostel Fees
1692,321,4190,288897.9063,Active,14.97000027,72,14-06-2022,15-07-2022,13-06-2028,6104.370117,Course Fees
1693,1549,1482,432464.6875,Active,13.89999962,72,20-01-2025,17-02-2025,17-01-2031,8888.540039,Hostel Fees
1694,1549,2833,267742.875,Active,13.10999966,72,16-12-2024,27-12-2024,26-11-2030,5390.370117,Course Fees + Living
1695,353,4280,649328.4375,Active,14.27000046,84,16-05-2022,26-06-2022,20-05-2029,12265.21973,Course Fees + Living
1696,353,3989,354908.3125,Active,11.22999954,72,05-01-2025,10-02-2025,10-01-2031,6797.399902,Course Fees + Living
1697,1907,3667,248266.5625,Active,13.5,84,27-08-2024,13-09-2024,08-08-2031,4584.509766,Course Fees + Living
1698,1907,617,248266.5625,Active,12.56000042,84,23-12-2022,28-01-2023,22-12-2029,4457.009766,Course Fees
1699,3835,2615,291657.875,Closed,11.30000019,36,06-12-2021,28-12-2021,12-12-2024,9589.360352,Living Expenses
1700,3835,3839,314127.125,Active,11.69999981,84,09-10-2023,19-11-2023,13-10-2030,5495.649902,Course Fees
1701,363,3273,931763.8125,Active,12.60000038,96,19-06-2024,30-07-2024,18-06-2032,15450.11035,Hostel Fees
1702,363,2256,347075.375,Active,12.69999981,60,18-11-2021,29-12-2021,03-12-2026,7843.509766,Equipment & Books
1703,2785,4667,441287.125,Defaulted,10.55000019,84,02-10-2022,19-10-2022,12-09-2029,7452.069824,Living Expenses
1704,2785,4668,250411.2656,Active,11.34000015,36,24-11-2024,08-12-2024,23-11-2027,8238.799805,Living Expenses
1705,2036,4560,215841.6719,Active,10.17000008,72,18-06-2024,30-06-2024,30-05-2030,4016.75,Hostel Fees
1706,2036,1604,427420.5,Active,9.170000076,36,13-04-2025,30-04-2025,14-04-2028,13626.4502,Course Fees + Living
1707,1824,2769,221676.9844,Active,11.48999977,48,16-11-2024,09-12-2024,18-11-2028,5782.509766,Course Fees + Living
1708,1824,1336,781106.0625,Active,11.77999973,48,06-08-2021,30-08-2021,09-08-2025,20485.90039,Course Fees
1709,3164,3598,208499.3125,Active,11.22000027,36,31-01-2025,11-02-2025,27-01-2028,6848.029785,Living Expenses
1710,3164,786,569706.5,Active,14.02999973,48,09-01-2025,01-02-2025,11-01-2029,15576.44043,Living Expenses
1711,4266,4238,222628.2031,Defaulted,16.02000046,48,27-07-2022,27-08-2022,06-08-2026,6312.160156,Hostel Fees
1712,4266,2695,222628.2031,Active,16.17000008,72,30-08-2024,02-10-2024,01-09-2030,4850.160156,Course Fees
1713,4670,684,331717.625,Active,13.10999966,60,20-12-2024,01-01-2025,06-12-2029,7565.879883,Course Fees + Living
1714,4670,4060,355875.0625,Active,12.32999992,60,15-05-2024,21-06-2024,26-05-2029,7976.509766,Course Fees
1715,4037,1128,823043.625,Active,12.14999962,96,06-02-2023,24-02-2023,13-01-2031,13446,Course Fees
1716,4037,3744,395525.8438,Closed,14.30000019,36,09-05-2022,20-06-2022,04-06-2025,13575.38965,Equipment & Books
1717,4168,3777,365603.625,Active,9.43999958,36,24-08-2022,06-09-2022,21-08-2025,11701.82031,Course Fees + Living
1718,4168,4974,249361.4219,Active,9.680000305,36,25-07-2022,29-08-2022,13-08-2025,8009.259766,Course Fees + Living
1719,2671,574,354336.9063,Active,16.93000031,72,01-01-2025,12-01-2025,12-12-2030,7868.290039,Living Expenses
1720,2671,4802,368385.1563,Active,16.95999908,60,08-02-2022,13-03-2022,15-02-2027,9146.759766,Course Fees + Living
1721,2404,2378,470653.125,Defaulted,15.15999985,48,17-02-2022,21-03-2022,28-02-2026,13136.12012,Course Fees + Living
1722,2404,3681,319495.9688,Active,14.35999966,60,22-04-2024,25-05-2024,29-04-2029,7493.759766,Course Fees
1723,1796,334,150000,Active,13.14999962,36,13-11-2024,22-12-2024,07-12-2027,5065.080078,Living Expenses
1724,1796,189,346295.4063,Active,15.63000011,48,05-10-2023,15-10-2023,24-09-2027,9749.330078,Course Fees
1725,1969,4834,760360.625,Active,13.27000046,60,05-11-2022,25-11-2022,30-10-2027,17405.64063,Course Fees + Living
1726,1969,4189,898907.25,Active,14.22999954,36,11-04-2025,14-05-2025,28-04-2028,30821.26953,Equipment & Books
1727,4790,879,208469.4219,Active,12.86999989,48,30-12-2022,18-01-2023,28-12-2026,5579.549805,Course Fees + Living
1728,4790,1442,211039.5156,Active,12.85000038,60,27-08-2023,26-09-2023,30-08-2028,4785.5,Course Fees + Living
1729,60,2132,611513.25,Active,12.85000038,72,04-12-2021,11-01-2022,11-12-2027,12228.24023,Course Fees + Living
1730,60,2751,429518.5625,Active,13.19999981,36,19-07-2024,04-08-2024,20-07-2027,14513.41992,Course Fees + Living
1731,4693,4725,356391.9375,Active,12.05000019,96,28-03-2022,06-05-2022,25-03-2030,5801.930176,Equipment & Books
1732,4693,4173,784675.5,Active,13.60000038,48,03-09-2021,08-10-2021,17-09-2025,21283.41016,Course Fees
1733,1118,3453,283580.875,Active,12.47000027,84,28-05-2023,07-07-2023,31-05-2030,5077.660156,Living Expenses
1734,1118,592,377281.8438,Active,12.10999966,72,07-04-2022,25-04-2022,24-03-2028,7396.680176,Course Fees + Living
1735,2329,2987,374657,Active,13.94999981,48,29-04-2024,31-05-2024,10-05-2028,10228.99023,Living Expenses
1736,2329,2039,404412.5313,Defaulted,13,36,29-08-2021,27-09-2021,11-09-2024,13626.67969,Course Fees + Living
1737,4164,4214,411077.2813,Active,12.84000015,72,30-01-2023,16-02-2023,15-01-2029,8218.339844,Course Fees
1738,4164,2836,313399.4063,Active,12.52999973,48,11-04-2025,04-05-2025,13-04-2029,8335.269531,Living Expenses
1739,1879,4273,227800.6563,Active,14.22000027,72,17-03-2024,10-04-2024,10-03-2030,4721.310059,Course Fees + Living
1740,1879,2038,532498.875,Active,14.89000034,72,23-05-2024,12-06-2024,12-05-2030,11228.33984,Course Fees + Living
1741,2216,606,814043.1875,Active,15.47000027,48,22-05-2022,10-06-2022,20-05-2026,22849.06055,Course Fees + Living
1742,2216,4287,304352.3125,Active,16.76000023,60,08-12-2024,15-01-2025,20-12-2029,7524,Course Fees
1743,3357,2600,298599.3438,Active,14.97999954,96,01-06-2022,28-06-2022,17-05-2030,5354.580078,Course Fees + Living
1744,3357,2231,188342.4063,Active,13.71000004,84,06-04-2024,10-05-2024,04-04-2031,3499.909912,Hostel Fees
1745,546,2635,534031.875,Closed,11.48999977,48,26-07-2021,12-08-2021,22-07-2025,13929.69043,Course Fees + Living
1746,546,3149,447756.5625,Overdue,11.51000023,84,18-02-2023,03-03-2023,25-01-2030,7787.700195,Course Fees + Living
1747,2269,3837,904642.625,Active,11.65999985,84,23-06-2022,09-07-2022,02-06-2029,15806.79004,Course Fees
1748,2269,1829,347162.8438,Defaulted,13.75,72,26-05-2023,30-06-2023,29-05-2029,7107.100098,Course Fees + Living
1749,2110,699,431660.125,Active,14.19999981,72,19-10-2021,18-11-2021,18-10-2027,8940.700195,Course Fees + Living
1750,2110,1714,822142.875,Active,12.77999973,60,12-02-2024,26-02-2024,30-01-2029,18611.83984,Course Fees
1751,1842,3080,172104.5625,Active,14.31999969,84,04-11-2024,16-12-2024,10-11-2031,3255.639893,Equipment & Books
1752,1842,3743,537678.25,Defaulted,11.06000042,96,02-03-2025,19-03-2025,05-02-2033,8464.700195,Equipment & Books
1753,1257,1359,578531.3125,Defaulted,12.64999962,96,16-11-2021,26-12-2021,14-11-2029,9610.049805,Course Fees + Living
1754,1257,437,226587.2031,Defaulted,12.47000027,60,23-06-2024,12-07-2024,16-06-2029,5093.75,Course Fees
1755,1204,1781,533546,Closed,11.10000038,36,22-03-2022,24-04-2022,08-04-2025,17493.08984,Living Expenses
1756,1204,3731,314548.625,Active,11.30000019,60,05-03-2022,10-04-2022,15-03-2027,6886.75,Course Fees
1757,3949,4370,193535.625,Active,14.47000027,96,07-12-2022,18-01-2023,07-12-2030,3413.550049,Course Fees
1758,3949,3246,591678.4375,Active,16.17000008,60,24-03-2022,08-05-2022,12-04-2027,14442.98047,Course Fees + Living
1759,1470,4492,679661.375,Active,11.77000046,84,02-10-2022,24-10-2022,17-09-2029,11915.74023,Equipment & Books
1760,1470,3163,212440.4531,Active,13.64999962,60,01-05-2022,11-05-2022,15-04-2027,4904.290039,Course Fees
1761,3460,3370,194043.0313,Active,14.25,60,10-04-2024,04-05-2024,08-04-2029,4540.72998,Course Fees + Living
1762,3460,3959,150000,Active,13.19999981,72,01-01-2024,06-02-2024,05-01-2030,3026.820068,Course Fees
1763,4255,4047,468310.375,Defaulted,12.10999966,72,18-01-2023,28-02-2023,27-01-2029,9183.129883,Course Fees
1764,4255,1040,306818.7188,Defaulted,11.48999977,36,24-03-2022,23-04-2022,07-04-2025,10115.90039,Living Expenses
1765,3970,1682,391829.3438,Closed,15.93999958,36,15-10-2021,16-11-2021,31-10-2024,13764.87988,Course Fees + Living
1766,3970,4442,230961.8281,Active,14.72000027,48,12-10-2022,22-11-2022,01-11-2026,6394.549805,Equipment & Books
