indicator_id,state_id,quarter,gdp_growth_rate,inflation_rate,unemployement_rate,education_spending_percent,per_capita_income,literacy_rate
945,1,2021-Q1,6.639999866,5.650000095,5.449999809,4.599999905,285742.4688,84.41999817
946,1,2021-Q2,5.150000095,4.269999981,2.559999943,4.440000057,285940.1875,84.26000214
947,1,2021-Q3,7.170000076,5.260000229,5,5.25,334586.0313,92.68000031
948,1,2021-Q4,4.980000019,4.269999981,4.039999962,6.760000229,376597.875,81.62000275
949,1,2022-Q1,6.920000076,3.630000114,2.089999914,4.099999905,316797.5,84.19999695
950,1,2022-Q2,8.020000458,3.150000095,2.559999943,6.909999847,360988.5313,85.61000061
951,1,2022-Q3,7.440000057,4.489999771,3.619999886,4.170000076,394426.1875,83.41999817
952,1,2022-Q4,6.369999886,3.769999981,4.03000021,4.309999943,227452.2656,93.59999847
953,1,2023-Q1,7.690000057,4.559999943,2.039999962,5.309999943,338249.9688,89.62999725
954,1,2023-Q2,8.539999962,4.909999847,3.160000086,6.610000134,227025.625,91.55999756
955,1,2023-Q3,7.820000172,3.650000095,2.160000086,5.360000134,211131.8281,89.73000336
956,1,2023-Q4,8.979999542,4.940000057,4.75,5.150000095,357069.7188,92.76999664
957,1,2024-Q1,7.300000191,4.630000114,2.329999924,4.519999981,249548.3125,84.77999878
958,1,2024-Q2,8.329999924,4.929999828,2.019999981,5.920000076,303418.4063,83.27999878
959,1,2024-Q3,6.900000095,5.019999981,4.510000229,4.119999886,306174.125,87.84999847
960,1,2024-Q4,6.840000153,5.460000038,3.24000001,6.199999809,334093.8438,91.66999817
961,7,2019-Q1,8.699999809,4.559999943,3.390000105,5.380000114,315089.2188,81.52999878
962,7,2019-Q2,6.980000019,4.110000134,4.78000021,4.489999771,246756.9063,80.95999908
963,7,2019-Q3,6.900000095,3.880000114,3.180000067,6.050000191,208624.7344,80.69000244
964,7,2019-Q4,7.869999886,4.369999886,3.440000057,4.760000229,242410.6563,89.87000275
965,7,2020-Q1,5.03000021,3.809999943,6.860000134,5.119999886,323693.4063,86.12000275
966,7,2020-Q2,4.860000134,4.039999962,6.070000172,4.340000153,224855.0469,81.16000366
967,7,2020-Q3,4.690000057,5.829999924,5.099999905,6.800000191,252935.9063,91.12999725
968,7,2020-Q4,4.639999866,4.690000057,3.799999952,6.480000019,251779.2969,87.33999634
969,7,2021-Q1,6.71999979,5.059999943,2.700000048,6.889999866,233133.7813,85.29000092
970,7,2021-Q2,6.340000153,4.880000114,4.46999979,6.010000229,303291.0625,88.95999908
971,7,2021-Q3,5.050000191,5.28000021,3.529999971,4.449999809,232889.4063,88.73999786
972,7,2021-Q4,5.630000114,5.789999962,3.180000067,5.699999809,379529.0313,92.26999664
973,7,2022-Q1,8.159999847,5.230000019,4.5,4.579999924,232517.4531,84.29000092
974,7,2022-Q2,8.539999962,4.429999828,4.829999924,4.329999924,206940.5625,83.91999817
975,7,2022-Q3,8.159999847,3.539999962,3.130000114,5.550000191,285257.2813,87.75
976,7,2022-Q4,6.559999943,5.309999943,4.199999809,4.849999905,280550.3125,80.48999786
977,7,2023-Q1,8.729999542,5.710000038,3.869999886,4.579999924,375629.4375,93.97000122
978,7,2023-Q2,6.769999981,5.210000038,3.319999933,4.909999847,268757.4375,83.97000122
979,7,2023-Q3,8.680000305,3.450000048,3.75999999,6.119999886,386354.4063,84.91999817
980,7,2023-Q4,6.46999979,5.5,2.269999981,6.139999866,373143,88.12999725
981,7,2024-Q1,8.75,5.760000229,3.670000076,4.099999905,362393.9375,89.98999786
982,7,2024-Q2,8.279999733,3.339999914,4.039999962,6.800000191,275727.25,87.75
983,7,2024-Q3,8.909999847,4.329999924,4.449999809,6.21999979,368412.3125,87.58999634
984,7,2024-Q4,6.269999981,5.46999979,2.720000029,5.75,224371.5313,83.02999878
985,18,2019-Q1,3.130000114,5.329999924,8.010000229,2.789999962,145100.4063,64.05999756
986,18,2019-Q2,3.569999933,6.239999771,9.159999847,4.25,154805.1875,76.41999817
987,18,2019-Q3,5.78000021,5.190000057,5.489999771,3.099999905,171654.4375,72.54000092
988,18,2019-Q4,5.639999866,6.949999809,8.590000153,2.640000105,137156.9375,60.34000015
989,18,2020-Q1,3.210000038,4.619999886,9.170000076,4.099999905,127140.8672,63.59999847
990,18,2020-Q2,2.269999981,4.840000153,8.960000038,4.130000114,182349.625,66.16000366
991,18,2020-Q3,3.00999999,4.619999886,10.86999989,4.050000191,233102.5156,74.66000366
992,18,2020-Q4,3.309999943,5.960000038,8.449999809,4.760000229,159051.0625,60.61000061
993,18,2021-Q1,3.160000086,5.659999847,11.02000046,4.21999979,160146.0469,64.98999786
994,18,2021-Q2,2.819999933,4.630000114,6.46999979,2.74000001,215050.6875,68
995,18,2021-Q3,4.050000191,5.21999979,5.179999828,3.079999924,164360.25,76.66999817
996,18,2021-Q4,4.590000153,6.46999979,6.079999924,4.409999847,178435.2813,74.36000061
997,18,2022-Q1,4.050000191,5.849999905,6.230000019,4.929999828,214538.125,74.48000336
998,18,2022-Q2,5.079999924,4.139999866,5.170000076,4.170000076,240711.625,61.79000092
999,18,2022-Q3,3.99000001,5.610000134,6.369999886,2.690000057,193096.7031,75.87999725
1000,18,2022-Q4,6.309999943,5.590000153,8.380000114,2.809999943,227154.9844,70.66000366
1001,18,2023-Q1,4.190000057,4.199999809,7.139999866,3.710000038,231237.9688,69.13999939
1002,18,2023-Q2,3.400000095,6.489999771,8.680000305,4.5,217298.7031,66.84999847
1003,18,2023-Q3,3.220000029,7.110000134,5.369999886,4.519999981,198151.8281,74.68000031
1004,18,2023-Q4,4.519999981,5.980000019,6.03000021,4.039999962,132879,71.81999969
1005,18,2024-Q1,6.239999771,7.380000114,8.319999695,4.730000019,220871.0469,74.34999847
1006,18,2024-Q2,5.699999809,5.840000153,7.860000134,2.819999933,211838,74.37999725
1007,18,2024-Q3,4.900000095,5.650000095,7.440000057,2.769999981,214873.875,68.56999969
1008,18,2024-Q4,3.099999905,7.010000229,8.819999695,2.789999962,219997.9531,63.99000168
1009,1,2019-Q1,8.300000191,3.74000001,2.529999971,5.21999979,339295.375,88.5
1010,1,2019-Q2,8.149999619,3.430000067,3.799999952,4.380000114,290042.875,88.48000336
1011,1,2019-Q3,8.329999924,4.309999943,4.320000172,4.010000229,281179.5938,83.05999756
1012,1,2019-Q4,7,5.260000229,4.010000229,5.03000021,331540.3438,89.52999878
1013,1,2020-Q1,4.400000095,3.019999981,5.170000076,5.670000076,341392.8125,88.08000183
1014,1,2020-Q2,4.360000134,4.289999962,2.819999933,6.179999828,252216.5625,82.94999695
1015,1,2020-Q3,4.5,4.190000057,4.090000153,4.349999905,243278.375,89.26000214
1016,1,2020-Q4,4.019999981,5.190000057,6.53000021,4.909999847,261707.7969,89.72000122
1017,1,2021-Q1,6.369999886,3.200000048,2.670000076,5.610000134,266563.0625,86.77999878
1018,1,2021-Q2,7.010000229,4.269999981,4.159999847,4.03000021,260596.9844,84.81999969
1019,1,2021-Q3,6.28000021,5.889999866,5.889999866,5.960000038,334630.1875,89.33000183
1020,1,2021-Q4,5.389999866,4.21999979,5.949999809,6.710000038,307845.7813,82.33000183
1021,1,2022-Q1,7.559999943,5.139999866,2.269999981,4.28000021,273631.125,80.63999939
1022,1,2022-Q2,7.809999943,4.860000134,4.409999847,6.380000114,247937.7031,90.33999634
1023,1,2022-Q3,8.56000042,4.550000191,2.789999962,4.940000057,288317,83.83000183
1024,1,2022-Q4,7.119999886,3.200000048,3.170000076,4,377735.9063,91.76000214
1025,1,2023-Q1,7.239999771,3.819999933,3.430000067,6.769999981,341092.875,86.83000183
1026,1,2023-Q2,6.960000038,3.549999952,4.980000019,4.960000038,365649.2188,94.63999939
1027,1,2023-Q3,7.78000021,4.610000134,2.430000067,6.840000153,262535.7188,87.45999908
1028,1,2023-Q4,6.909999847,5.579999924,3.019999981,6.860000134,248962.8594,83.45999908
1029,1,2024-Q1,8.069999695,5.650000095,3.380000114,5.179999828,360947,80.73000336
1030,1,2024-Q2,7.449999809,4.78000021,3.859999895,4.760000229,331111.9688,87.06999969
1031,1,2024-Q3,7.880000114,5.210000038,3.049999952,6.320000172,287354.5,87.80000305
1032,1,2024-Q4,7.849999905,3.279999971,3.00999999,4,290528.9063,87.47000122
1033,7,2019-Q1,7.190000057,3.50999999,4.019999981,5.860000134,346829.9063,90.51999664
1034,7,2019-Q2,8,4.239999771,4.989999771,6.170000076,341434.2188,83.61000061
1035,7,2019-Q3,7.28000021,4.900000095,3.069999933,6.900000095,342315.6563,85.88999939
1036,7,2019-Q4,8.479999542,4.71999979,2.700000048,5.5,362631.9688,83.55999756
1037,7,2020-Q1,3.880000114,3.660000086,4.730000019,6.409999847,234603.1875,90.75
1038,7,2020-Q2,4.239999771,3.160000086,5.699999809,6.090000153,296534.7188,81.12999725
1039,7,2020-Q3,3.710000038,4.510000229,5.96999979,4.769999981,338457.4375,91.79000092
1040,7,2020-Q4,4.650000095,5.730000019,6.21999979,4.610000134,366738.9688,81.83000183
1041,7,2021-Q1,5.670000076,5.989999771,5.119999886,4.050000191,382947.9688,94.37000275
1042,7,2021-Q2,6.170000076,3.069999933,5.579999924,6.480000019,226714.0938,80.01000214
1043,7,2021-Q3,5.550000191,5.829999924,3.230000019,5.730000019,267556.5625,91.48000336
1044,7,2021-Q4,6.800000191,3.660000086,3.670000076,4.230000019,284853.3125,84.65000153
1045,7,2022-Q1,6.920000076,4.480000019,2.390000105,5.420000076,233232.0313,84.63999939
1046,7,2022-Q2,7.920000076,4.96999979,3.819999933,5.920000076,342113.75,92.80000305
1047,7,2022-Q3,8.819999695,4.760000229,4.619999886,6.920000076,388010.75,90.47000122
1048,7,2022-Q4,8.640000343,5.239999771,3.779999971,5.900000095,256382.6563,92.13999939
1049,7,2023-Q1,7.349999905,5.639999866,3.299999952,6.21999979,381194.125,88.90000153
1050,7,2023-Q2,8.470000267,4.130000114,3.329999924,5.440000057,308011.4375,92.26000214
1051,7,2023-Q3,8.31000042,4.699999809,4.429999828,6.309999943,201803.9688,93.15000153
1052,7,2023-Q4,6.269999981,5.789999962,3.319999933,6.090000153,359211.9063,93.31999969
1053,7,2024-Q1,8.720000267,3.049999952,3.380000114,4.139999866,225666.9375,94.13999939
1054,7,2024-Q2,7.460000038,3.75999999,4.239999771,4.380000114,318844.1875,81.80999756
1055,7,2024-Q3,7.21999979,4.389999866,3.859999895,4.699999809,368674.4063,87.55999756
1056,7,2024-Q4,7.28000021,5.360000134,3.880000114,6.329999924,252431.25,87.51999664
1057,22,2019-Q1,7.239999771,5.039999962,3.829999924,5.710000038,246987.4063,79.95999908
1058,22,2019-Q2,6.900000095,6.050000191,5.840000153,4.440000057,283228.8125,87.98000336
1059,22,2019-Q3,6.460000038,5.650000095,4.53000021,3.680000067,285446.75,75.54000092
1060,22,2019-Q4,6.489999771,4.110000134,5.099999905,4.760000229,265850.875,83.26000214
1061,22,2020-Q1,4.03000021,6.329999924,8.369999886,4.389999866,283173.6875,84.95999908
1062,22,2020-Q2,3.74000001,6.300000191,7.570000172,5.739999771,283554.5313,75.91000366
1063,22,2020-Q3,3.779999971,3.5,6.659999847,4.659999847,201092.9375,78.09999847
1064,22,2020-Q4,4.070000172,6.199999809,7.150000095,5.900000095,258882.8125,80.87999725
1065,22,2021-Q1,5.730000019,5.409999847,6.53000021,4.550000191,278971.875,89.61000061
1066,22,2021-Q2,5.369999886,5.510000229,6.480000019,4.289999962,279835.0625,80.25
1067,22,2021-Q3,4.400000095,5.409999847,4.309999943,3.609999895,286507.1875,87.11000061
1068,22,2021-Q4,5.5,5.21999979,5.820000172,3.960000038,229890.7969,76.30999756
1069,22,2022-Q1,7.130000114,6.119999886,4.28000021,5.380000114,283976.875,75.95999908
1070,22,2022-Q2,6.210000038,4.369999886,5,3.849999905,229141.3125,82.80000305
1071,22,2022-Q3,6.710000038,5.110000134,3.380000114,4.239999771,268076.1563,89.52999878
1072,22,2022-Q4,6.019999981,5.460000038,5.199999809,4.150000095,289541.0313,80.73000336
1073,22,2023-Q1,5.519999981,4.039999962,4.309999943,5.789999962,282982,82.91999817
1074,22,2023-Q2,5.619999886,5.53000021,3.549999952,5.460000038,209906.625,83.90000153
1075,22,2023-Q3,5.75,5.320000172,3.829999924,5.039999962,290343.9688,78.76999664
1076,22,2023-Q4,6,4.769999981,4.590000153,3.849999905,251978.4531,84.11000061
1077,22,2024-Q1,7.440000057,3.619999886,4.670000076,4.679999828,214739.1563,80.13999939
1078,22,2024-Q2,6.989999771,6.329999924,5.300000191,5.320000172,188545.875,81.83000183
1079,22,2024-Q3,6.170000076,5.980000019,4.190000057,5.150000095,212974.7031,80.62999725
1080,22,2024-Q4,6.809999943,5.21999979,4.320000172,4.599999905,237319.0938,81.70999908
1081,19,2019-Q1,6.179999828,6.099999905,9.800000191,4.269999981,152802.5313,60.97000122
1082,19,2019-Q2,5.369999886,6.159999847,7.019999981,4.880000114,242192.4531,68.09999847
1083,19,2019-Q3,4.570000172,5.059999943,4.130000114,3.660000086,234284.7031,61.47000122
1084,19,2019-Q4,6.25,4.670000076,5.130000114,2.769999981,139632.0625,70.43000031
1085,19,2020-Q1,2.789999962,5.5,10.60999966,3.079999924,199402.6719,61.93999863
1086,19,2020-Q2,2.690000057,6.929999828,6.599999905,4.440000057,213113.4844,72.80000305
1087,19,2020-Q3,3.329999924,5.449999809,7.889999866,3.319999933,208470.0156,65.25
1088,19,2020-Q4,2.089999914,4.159999847,8.31000042,3.230000019,120003.9219,64.66000366
1089,19,2021-Q1,4.679999828,7.449999809,5.940000057,4.019999981,125254.7969,71.40000153
1090,19,2021-Q2,4.010000229,5.739999771,5.289999962,3.140000105,183723.5938,74.55999756
1091,19,2021-Q3,3.980000019,7.489999771,8.18999958,3.220000029,130697.9531,62.29000092
1092,19,2021-Q4,2.720000029,6.099999905,8.819999695,3.109999895,148425.4844,62.59000015
1093,19,2022-Q1,3.74000001,4.389999866,7.389999866,3.720000029,185154.375,76.76999664
1094,19,2022-Q2,3.910000086,5.860000134,4.590000153,2.50999999,245558.375,63.36000061
1095,19,2022-Q3,5.920000076,6.210000038,6.900000095,2.640000105,142824.2344,76.08999634
1096,19,2022-Q4,4.519999981,4.800000191,8.170000076,4.260000229,154664.9375,62.16999817
1097,19,2023-Q1,4.03000021,5.019999981,8.239999771,4.739999771,215513.7656,62.97000122
1098,19,2023-Q2,6.059999943,5.179999828,4.630000114,3.680000067,179444.3125,63.61000061
1099,19,2023-Q3,4.150000095,6.510000229,9.020000458,4.599999905,127476.9219,70.48000336
1100,19,2023-Q4,4.269999981,4.360000134,6.480000019,4.239999771,191366.375,76.97000122
1101,19,2024-Q1,4.199999809,4.050000191,7.949999809,4.119999886,248611.9531,61.75999832
1102,19,2024-Q2,4.159999847,5.300000191,7.329999924,2.609999895,221619.2813,65
1103,19,2024-Q3,3.349999905,7.429999828,7.71999979,4.170000076,157936.3125,74.37999725
1104,19,2024-Q4,5.320000172,7.199999809,9.930000305,3.849999905,238020.4531,71.55000305
1105,8,2019-Q1,7.760000229,4.409999847,2.440000057,4.769999981,392688.875,83.38999939
1106,8,2019-Q2,6.210000038,3.50999999,2.700000048,4.03000021,326922.625,84.87999725
1107,8,2019-Q3,7.71999979,4.800000191,4.769999981,5.809999943,396019.0313,84.97000122
1108,8,2019-Q4,8.859999657,4.110000134,4.150000095,5.960000038,278862.0313,89.06999969
1109,8,2020-Q1,4.789999962,4.309999943,5.570000172,6.019999981,379085.6875,82.12000275
1110,8,2020-Q2,4.860000134,3.079999924,5.320000172,6.820000172,312211.8125,92.86000061
1111,8,2020-Q3,4.710000038,3.650000095,4.25,5.900000095,296888.125,85.37999725
1112,8,2020-Q4,4.53000021,4.78000021,5.889999866,5.21999979,235537.4531,92.98000336
1113,8,2021-Q1,6.760000229,5.179999828,5.5,6,223550.2813,83.40000153
1114,8,2021-Q2,6.179999828,5.389999866,2.819999933,6.699999809,298205.6563,83.79000092
1115,8,2021-Q3,7.099999905,5,4.260000229,5.139999866,369458.625,82.51999664
1116,8,2021-Q4,7.110000134,5.710000038,2.470000029,5.139999866,347571.2188,94.22000122
1117,8,2022-Q1,8.800000191,3.25999999,4.75,6.429999828,369725.5,84.83000183
1118,8,2022-Q2,7.53000021,3.279999971,4.639999866,5.840000153,376473.125,80.19999695
1119,8,2022-Q3,7.75,3.25,4.78000021,5.579999924,375944.7813,84.02999878
1120,8,2022-Q4,8.170000076,5.039999962,3.660000086,5.369999886,204966.375,89.41000366
1121,8,2023-Q1,6.739999771,4.059999943,3.660000086,4.460000038,363729.75,90.20999908
1122,8,2023-Q2,6.920000076,3.319999933,3.029999971,4.309999943,254252.0625,87.65000153
1123,8,2023-Q3,8.930000305,5.210000038,3.119999886,5.300000191,326736.0625,83.05000305
1124,8,2023-Q4,8.680000305,5.380000114,3.839999914,6.070000172,200303.5625,89.84999847
1125,8,2024-Q1,8.949999809,4.5,3.539999962,6.079999924,265118.4688,84.81999969
1126,8,2024-Q2,8.100000381,3.049999952,4,5.489999771,307424.6875,93.23999786
1127,8,2024-Q3,6.329999924,3.829999924,4.949999809,6.179999828,259177.5313,85.56999969
1128,8,2024-Q4,6.159999847,4.659999847,2.390000105,6.199999809,219596.2656,80.44999695
1129,20,2019-Q1,4.949999809,4.820000172,7.610000134,4.010000229,247668.6875,79.90000153
1130,20,2019-Q2,4.989999771,4.929999828,9.31000042,4.949999809,200033.7656,77.41999817
1131,20,2019-Q3,4.320000172,4.010000229,8.159999847,3.720000029,201208.875,79.77999878
1132,20,2019-Q4,6.5,6.599999905,8.090000153,4.630000114,121135.4688,74.27999878
1133,20,2020-Q1,2.029999971,4.989999771,7.940000057,4.920000076,142197.2969,61.72999954
1134,20,2020-Q2,2.220000029,4.920000076,6.360000134,3.880000114,218675.4219,66.69000244
1135,20,2020-Q3,2.339999914,6.980000019,9.699999809,4.900000095,225583.2656,68.06999969
1136,20,2020-Q4,3.410000086,6.019999981,6.449999809,4.320000172,141259.6406,69.87999725
1137,20,2021-Q1,4.059999943,6.679999828,7.53000021,3.140000105,246680.8281,65.97000122
1138,20,2021-Q2,2.420000076,6.880000114,11.69999981,4.510000229,189492.4375,66.51999664
1139,20,2021-Q3,3.059999943,7.019999981,10.36999989,2.630000114,182584.5156,77.98999786
1140,20,2021-Q4,3.349999905,5.25,6.840000153,4.019999981,211884.9844,70.87999725
1141,20,2022-Q1,4.789999962,4.670000076,5.329999924,4.059999943,180227.2969,64.76999664
1142,20,2022-Q2,6.340000153,4.730000019,7.590000153,2.75,203245.1875,66.90000153
1143,20,2022-Q3,5.730000019,5.360000134,6.389999866,3.789999962,240447.5469,67.81999969
1144,20,2022-Q4,5.909999847,4.710000038,5.710000038,4.550000191,154415.6875,62.70000076
1145,20,2023-Q1,3.079999924,7.429999828,6.21999979,4.789999962,200309.0156,77.51000214
1146,20,2023-Q2,6.199999809,6.940000057,4.699999809,4.699999809,126100.4219,79.93000031
1147,20,2023-Q3,3.75,4.289999962,7.289999962,2.5,224579.9375,60.50999832
1148,20,2023-Q4,4.099999905,5.170000076,5.639999866,3.220000029,195990.1875,62.90000153
1149,20,2024-Q1,3.230000019,5.340000153,7.840000153,4.309999943,148201.6563,61.79000092
1150,20,2024-Q2,5.400000095,7.170000076,4.420000076,3.779999971,243990.0938,73.68000031
1151,20,2024-Q3,5.690000057,5.409999847,4.570000172,4.050000191,205173.1875,70.80000305
1152,20,2024-Q4,3.079999924,5.03000021,8.020000458,4.079999924,122882.5391,79.51999664
1153,27,2019-Q1,4.480000019,4.400000095,4.110000134,4.409999847,210225.8906,68.98999786
1154,27,2019-Q2,5.800000191,5.5,5.730000019,3.049999952,197681.4375,61.61000061
1155,27,2019-Q3,3.230000019,6.78000021,9.880000114,2.859999895,193926.8906,65.30000305
1156,27,2019-Q4,3.390000105,5.03000021,5.25,3.529999971,241237.5469,69.98000336
1157,27,2020-Q1,3.180000067,6.119999886,6.28000021,2.640000105,132907.875,63.02000046
1158,27,2020-Q2,3.799999952,6.769999981,9.789999962,3.900000095,156860.8906,72.16999817
1159,27,2020-Q3,2.029999971,5.53000021,10.73999977,4.070000172,131244.8125,61.97000122
1160,27,2020-Q4,3.829999924,5.679999828,8.25,4.329999924,199171.3125,70.05999756
1161,27,2021-Q1,4.860000134,4.300000191,11.56999969,3.339999914,152643.625,60.63999939
1162,27,2021-Q2,4.880000114,6.550000191,9.149999619,3.329999924,206083.2031,74.23000336
1163,27,2021-Q3,2.50999999,7.360000134,7.369999886,4.119999886,146143.2813,63.09999847
1164,27,2021-Q4,4.369999886,5.139999866,6.869999886,2.619999886,141346.5938,77.55999756
1165,27,2022-Q1,6.360000134,5.079999924,7.710000038,3.00999999,176433.2031,69.62000275
1166,27,2022-Q2,3.680000067,4.289999962,5.96999979,2.819999933,174412.9375,75.48999786
1167,27,2022-Q3,6.119999886,6.369999886,7.349999905,4.119999886,145909.7344,78.23999786
1168,27,2022-Q4,5.730000019,7.400000095,9.68999958,4.429999828,180782.625,75.58000183
1169,27,2023-Q1,4.650000095,6.670000076,4.349999905,4.070000172,229998.9844,72.73000336
1170,27,2023-Q2,3.970000029,4.329999924,4.199999809,3.75,197450.7656,67.62999725
1171,27,2023-Q3,6.139999866,7.389999866,8.699999809,2.950000048,249685.1875,78.84999847
1172,27,2023-Q4,3.589999914,7.409999847,6.130000114,4.869999886,179436.1875,77.23999786
1173,27,2024-Q1,5.199999809,4.179999828,7.480000019,3.579999924,232357.0469,68
1174,27,2024-Q2,4.28000021,5.340000153,6.590000153,3.720000029,214610.6875,68.33999634
1175,27,2024-Q3,4.699999809,5.610000134,4.440000057,2.769999981,161415.375,61.61000061
1176,27,2024-Q4,3.140000105,4.880000114,6.03000021,4.519999981,232552.5781,66.98999786
1177,26,2019-Q1,8.340000153,5.230000019,2.910000086,5.409999847,293472.4375,85.27999878
1178,26,2019-Q2,7.599999905,4.420000076,4.960000038,6.170000076,377504.5625,91.76999664
1179,26,2019-Q3,6.300000191,5.510000229,3.74000001,5.710000038,221837.9844,89.65000153
1180,26,2019-Q4,8.550000191,3.190000057,2.74000001,6.949999809,245834.8906,86.25
1181,26,2020-Q1,4.260000229,4.329999924,3.400000095,4.739999771,230822.6875,91.48000336
1182,26,2020-Q2,4.579999924,4.210000038,3.789999962,5.239999771,304801.5,86.81999969
1183,26,2020-Q3,3.920000076,3.519999981,4.449999809,5.380000114,276882.0625,91.16999817
1184,26,2020-Q4,4.179999828,3.710000038,4.829999924,5.389999866,269068.1563,83.97000122
1185,26,2021-Q1,6.769999981,5.480000019,5.25,4.789999962,231073.9063,89.20999908
1186,26,2021-Q2,4.980000019,4.210000038,2.440000057,4.800000191,344912.9375,82.65000153
1187,26,2021-Q3,6.820000172,5.260000229,3.619999886,4.340000153,360921.625,88.44999695
1188,26,2021-Q4,5.46999979,5.920000076,3.869999886,5.690000057,382404.5,92.33000183
1189,26,2022-Q1,6.840000153,5.789999962,3.609999895,4.539999962,381341.625,89.38999939
1190,26,2022-Q2,7.03000021,5.21999979,4.920000076,4.510000229,362869.8438,82.69000244
1191,26,2022-Q3,6.400000095,4.130000114,2.180000067,6.849999905,236680.2656,93.08000183
1192,26,2022-Q4,6.869999886,4.309999943,2.579999924,4.760000229,273152.4688,91.29000092
1193,26,2023-Q1,6.840000153,4.429999828,3.579999924,4.929999828,367325.4063,87.27999878
1194,26,2023-Q2,6.489999771,4.820000172,3.869999886,5.889999866,395689.6875,88.37999725
1195,26,2023-Q3,8.409999847,5.889999866,3.160000086,4.909999847,344811.4063,83.04000092
1196,26,2023-Q4,8.140000343,3.130000114,4.570000172,5.489999771,371093.625,86.16999817
1197,26,2024-Q1,7.889999866,3.00999999,2.390000105,4.440000057,293554.25,83.54000092
1198,26,2024-Q2,7.769999981,4.619999886,2.180000067,5.650000095,337029.5938,87.30000305
1199,26,2024-Q3,7.130000114,3.319999933,4.489999771,6.429999828,231136.5313,80.48000336
1200,26,2024-Q4,6.320000172,3.819999933,4.289999962,6.050000191,237935.5156,86.94000244
1201,24,2019-Q1,5.420000076,5.579999924,7.860000134,3.869999886,171538.75,71.34999847
1202,24,2019-Q2,3.720000029,4.570000172,7.559999943,4.5,130416.6172,74.59999847
1203,24,2019-Q3,6.050000191,4.849999905,5.519999981,4.449999809,193888.9219,77.13999939
1204,24,2019-Q4,3.569999933,6.670000076,5.199999809,4.460000038,217518.6563,77.41999817
1205,24,2020-Q1,2.309999943,5.769999981,6.110000134,3.950000048,245081.4844,74.48000336
1206,24,2020-Q2,3.75999999,6.880000114,8.319999695,2.789999962,162645.8438,67.83000183
1207,24,2020-Q3,2.49000001,5.039999962,8.510000229,4.96999979,245258.375,65.91000366
1208,24,2020-Q4,1.960000038,5.079999924,9.779999733,4.309999943,240896.0313,78.77999878
1209,24,2021-Q1,4.5,7.480000019,6.070000172,3.24000001,173186.2031,76.98999786
1210,24,2021-Q2,4.019999981,7.289999962,10.06999969,2.529999971,123503.5781,71.18000031
1211,24,2021-Q3,4.730000019,5.090000153,6.190000057,3.25999999,189804,60.09000015
1212,24,2021-Q4,4.349999905,4.46999979,7.119999886,4.760000229,219343.3438,64.87000275
1213,24,2022-Q1,3.5,4.320000172,9.510000229,3.460000038,239258.3125,63.36999893
1214,24,2022-Q2,6.5,4.760000229,9.760000229,2.630000114,163262.4219,70.12999725
1215,24,2022-Q3,5.440000057,4.619999886,8.159999847,3.950000048,149600.6875,71.23999786
1216,24,2022-Q4,5.860000134,5.820000172,8.470000267,2.809999943,175816.0469,72.79000092
1217,24,2023-Q1,5.300000191,6.050000191,7.5,2.890000105,235761.6875,70.77999878
1218,24,2023-Q2,4.449999809,6.25,6.590000153,4.369999886,176040.2813,61.93999863
1219,24,2023-Q3,3.380000114,7.489999771,4.309999943,3.329999924,186027.125,69.55000305
1220,24,2023-Q4,4.599999905,7.329999924,7.389999866,4.960000038,123627.0313,71.59999847
1221,24,2024-Q1,3.220000029,4.659999847,8.529999733,2.730000019,199438.375,69.40000153
1222,24,2024-Q2,5.349999905,5.5,6.550000191,4.599999905,127994.1016,62.70000076
1223,24,2024-Q3,3.410000086,5.360000134,9.770000458,4.119999886,162365.9688,78.73000336
1224,24,2024-Q4,3.339999914,6.309999943,6.300000191,2.559999943,189894.8906,74.80999756
1225,12,2019-Q1,3.569999933,6.949999809,7.769999981,4.440000057,144220.1094,73.41000366
1226,12,2019-Q2,4.329999924,4.239999771,6,3.599999905,193564.5938,76.75
1227,12,2019-Q3,4.260000229,6.21999979,7,2.539999962,166631.7813,68.02999878
1228,12,2019-Q4,4.380000114,6.920000076,9.600000381,3.589999914,244464.5313,66.12999725
1229,12,2020-Q1,3.309999943,5.829999924,6.630000114,3.049999952,131844.0156,79.26000214
1230,12,2020-Q2,3.210000038,4.809999943,6.880000114,4.139999866,215265.8125,77.20999908
1231,12,2020-Q3,2.089999914,4.409999847,13.25,3.289999962,143518.4219,77.79000092
1232,12,2020-Q4,2.980000019,7.489999771,11.77999973,2.670000076,161342.125,79.38999939
1233,12,2021-Q1,3.890000105,4.420000076,6.579999924,2.519999981,196740.1563,74.98000336
1234,12,2021-Q2,5.010000229,5.639999866,9.819999695,2.930000067,157597.4531,71.44000244
1235,12,2021-Q3,3.130000114,4.96999979,11.60000038,4.949999809,151626.1563,74.12999725
1236,12,2021-Q4,2.519999981,5.989999771,6.840000153,3.089999914,174500.8281,78.23000336
1237,12,2022-Q1,4.889999866,7.230000019,7.849999905,2.569999933,168168.8594,65.73999786
1238,12,2022-Q2,4.159999847,5.440000057,5.829999924,3.299999952,183782.3281,73.98999786
1239,12,2022-Q3,6.099999905,4.159999847,7.889999866,2.539999962,187313.8438,70.33999634
1240,12,2022-Q4,3.150000095,4.070000172,9.399999619,3,152217.5938,72.55000305
