geo_id,city_id,population_total,population_18_35,higher_education_enrollment,average_household_income,unemploment_rate,literacy_rate,number_of_colleges
1111,1024,317534,92908,19255,426092,6.25,77.41000366,24
1112,1006,2710395,758346,145879,875408.1875,3.160000086,90.70999908,120
1113,1030,730499,226350,39908,782106.1875,4.199999809,78.30000305,42
1114,1006,6587636,1850124,303025,1485017.875,4.380000114,89.34999847,85
1115,1003,11431252,3268894,706181,1306958.625,4.409999847,85.33000183,126
1116,1012,2833504,746966,125591,889782.75,7.130000114,78.38999939,58
1117,1016,1003377,280390,47769,668572.75,5.420000076,78.77999878,36
1118,1004,3063657,1042061,207158,1231291.875,5.440000057,93.65000153,89
1119,1022,746971,243062,36706,402084.4688,7.880000114,66.36000061,7
1120,1012,2479774,766869,155605,554250.875,7.340000153,76.04000092,31
1121,1023,467694,163154,26256,373657.4688,5.210000038,71.23999786,24
1122,1030,1114518,332650,82234,548545.75,5.980000019,81.75,53
1123,1026,704883,187404,35707,498696.125,7.909999847,78.76999664,22
1124,1020,445261,155824,32012,353709.9063,11.89000034,76.16999817,6
1125,1024,650522,176103,38563,386457.2813,10.44999981,65.87999725,13
1126,1004,9979374,3350973,836790,1237799.75,5.96999979,93.58000183,130
1127,1028,246998,83147,13829,310403.0625,6,78.87000275,18
1128,1013,2970758,774582,138445,622286.4375,5.699999809,87.61000061,27
1129,1020,123229,40631,6488,487173.6875,7.590000153,74.83000183,24
1130,1025,325410,108193,26480,369514.25,7.320000172,79.61000061,7
1131,1027,419255,135998,26243,548599.5,9.930000305,79.75,9
1132,1022,534338,168032,34194,400603.7813,11.11999989,78.33999634,22
1133,1018,1810838,573341,102952,811083.3125,6.760000229,78.91999817,37
1134,1030,2510550,843245,137280,825641.1875,5.710000038,86.26999664,43
1135,1016,518356,175950,37092,628556.375,5.409999847,77.65000153,35
1136,1012,1821095,597886,107726,829663.8125,6.559999943,77.06999969,36
1137,1026,431824,116218,19170,339009.3438,9.760000229,72.29000092,17
1138,1025,727809,223336,43879,367252.4688,8.090000153,77.70999908,10
1139,1015,2019758,673325,122772,883911.6875,7.480000019,77.40000153,41
1140,1028,496166,146546,34817,330767.2813,11.94999981,74.51999664,8
1141,1018,2711681,704573,120622,703747.3125,4.269999981,86.86000061,49
1142,1002,10690641,3108391,577809,1053807.125,3.710000038,88.18000031,129
1143,1029,8227683,2707535,443306,897471.3125,3.549999952,85.41000366,52
1144,1002,8326333,2630011,551118,997399.25,3.269999981,92.69999695,99
1145,1005,3071942,941589,209181,1060702.375,5,91.79000092,132
1146,1023,526254,152626,25258,469327.875,6.230000019,72.05000305,9
1147,1012,2569869,866941,172918,672242.8125,7.5,80.62000275,60
1148,1009,917716,262258,61448,651263.1875,7.269999981,75.62999725,23
1149,1028,403853,109596,25306,408857.8438,9.479999542,76.70999908,6
1150,1002,10182805,3562914,778822,858912.625,5.619999886,85.18000031,81
1151,1011,1456073,501566,104020,737077.9375,6.210000038,82.90000153,28
1152,1018,808660,233366,39347,753100.0625,5.829999924,80.69999695,39
1153,1017,2388863,821600,186590,730831.625,4.360000134,78.65000153,52
1154,1006,9368683,2750683,681226,929502.4375,4.170000076,92.37000275,119
1155,1001,8125554,2608032,456388,1446970.5,4.940000057,93.58999634,138
1156,1002,11327193,3853135,857193,1457597,4.059999943,89.98999786,101
1157,1015,878335,220241,49580,535180.3125,6.539999962,76.26000214,47
1158,1026,239665,80328,15134,571101,8.949999809,72.26999664,23
1159,1017,1327364,423141,83044,601731.5625,4.239999771,76.12999725,44
1160,1022,293724,77947,12004,487557.8438,9.180000305,71.19999695,19
1161,1004,9008333,3075844,682524,1499946.75,4.320000172,85.08999634,134
1162,1021,517513,164661,38409,430240.5313,7.429999828,68.12000275,14
1163,1023,588969,189872,29311,478703.1875,7.130000114,79.5,21
1164,1015,2527068,657779,132997,824818.5,4.829999924,81.18000031,37
1165,1016,1281565,387809,87777,780326.9375,7.079999924,86.43000031,53
1166,1017,1372576,476822,87248,725701.1875,4.769999981,84.44999695,31
1167,1029,5620390,1424428,263436,1312370.75,6,92.76000214,77
1168,1029,10811890,3594983,566371,800060.9375,3.339999914,90.69000244,93
1169,1010,2554258,797866,138060,564942.75,7.46999979,83.87999725,24
1170,1024,330405,106199,22536,578438.0625,11.15999985,75.33000183,5
1171,1007,10644849,3082190,719040,1450491.5,3.430000067,86.94999695,54
1172,1008,1545717,424852,96549,767289.4375,5.889999866,86.12000275,57
1173,1009,1434135,442537,75870,817574,4.53000021,76.56999969,56
1174,1018,739586,214798,48396,833975.625,6.929999828,83.01999664,58
1175,1018,1456210,454161,101951,864839.5,5.840000153,82.44999695,27
1176,1020,536960,157211,28546,384738.6563,11.88000011,71.45999908,13
1177,1027,393706,124181,20827,532308.8125,5.510000229,78.83999634,13
1178,1023,790771,253790,47797,457494.5625,5.75,74.73000336,21
1179,1013,1177025,383415,80728,871310.625,5.389999866,86.13999939,50
1180,1027,321788,105582,22489,324399.0313,9.869999886,73.51999664,23
1181,1014,2078830,720283,161450,870657.875,7.829999924,83.61000061,54
1182,1014,830783,284537,56634,608353.5,7.179999828,83.33999634,51
1183,1017,2349804,672897,135138,573247.875,5.039999962,82.83000183,59
1184,1003,4641204,1346965,263626,959024.75,5.800000191,88.06999969,111
1185,1021,598488,179656,31423,352015.125,8.600000381,70.05000305,25
1186,1007,10540856,3623807,668289,886910.75,4.429999828,88.98999786,55
1187,1028,643074,173001,42683,439055.9688,7,66.26000214,8
1188,1028,269557,77103,12834,369767.25,9.359999657,67.88999939,18
1189,1024,602921,152169,24324,473259.2813,9.079999924,72.58999634,14
1190,1010,2218422,745060,170202,758408.5625,4.760000229,83.02999878,49
1191,1023,316470,88745,21523,455813.5,9.800000191,70.01000214,12
1192,1016,772215,245257,55641,558726.125,7.03000021,79.36000061,42
1193,1014,2263918,728112,121875,870747.1875,6.159999847,85.06999969,53
1194,1012,2208209,570234,131732,658297.5625,4.860000134,83.76000214,53
1195,1015,2564122,665311,160844,613065.9375,7.550000191,86.08999634,54
1196,1004,3112798,933756,152840,1116404.75,3.670000076,89.41000366,77
1197,1012,1149734,318604,64222,607597.5,5.940000057,75.25,41
1198,1024,478715,161391,26870,407498.5938,8.81000042,66.59999847,8
1199,1028,480827,137818,32695,389143.2188,9.75,66.70999908,17
1200,1019,786680,226849,40594,364677.125,6.900000095,65.58999634,22
1201,1029,6762954,2343955,469660,1214673.375,4.670000076,87.58000183,128
1202,1029,5434910,1652495,334694,1391900.375,5.420000076,87.05000305,120
1203,1014,1906164,646195,133551,721642.3125,4.559999943,85.05000305,60
1204,1028,171931,44762,8255,401122,5.230000019,70.73999786,7
1205,1009,1508569,489123,115360,793438,5.869999886,82.01999664,33
1206,1006,5027365,1339667,246006,1100056.5,4.480000019,89.11000061,128
1207,1005,10324629,3305051,754207,1145036.375,5.380000114,87.68000031,143
1208,1015,1450931,506383,85561,574777.9375,4.150000095,77.16000366,46
1209,1026,647417,220504,33144,572920.0625,9.930000305,77.69999695,13
1210,1028,188901,59270,10751,574590.5,5.210000038,72.98000336,8
1211,1017,1786622,538282,98108,602411.9375,4.010000229,85.31999969,49
1212,1026,430698,150591,35161,366357.8438,8.720000267,74.40000153,24
1213,1029,6393823,2121016,318435,1483482.625,4.71999979,88.01999664,97
1214,1001,10344904,3458189,685814,1166742.625,3.069999933,91,74
1215,1022,486977,127364,19769,505491.1563,6.789999962,76.73000336,19
1216,1022,556246,177160,44088,383544.375,7.739999771,75.87000275,19
1217,1006,4772661,1283433,229987,823671.75,4.519999981,87.91000366,86
1218,1018,2969237,786890,183301,629907.3125,7.389999866,87.87000275,22
1219,1013,2359310,675970,134373,815251.125,6.099999905,75.20999908,51
1220,1005,8868463,2260365,406059,1489484.375,3.599999905,87.25,121
1221,1022,389639,103181,19324,423119.875,5.03000021,66.72000122,10
1222,1022,180526,58403,14437,312519.125,6.739999771,72.30999756,16
1223,1011,1928242,521592,83468,612228.9375,4.210000038,80.68000031,55
1224,1023,206429,69172,13855,369929.3438,11.10999966,68.77999878,9
1225,1024,585609,178448,32927,394874.7188,5.590000153,67.05999756,6
1226,1021,305525,86434,15235,306253.4375,5.340000153,73.63999939,12
1227,1003,2785306,698181,156478,1236123.125,3.25,91.30000305,96
1228,1015,2038620,691106,133231,686986.125,5.769999981,76.20999908,31
1229,1024,322795,112933,22474,473920.0625,9.350000381,72.40000153,23
1230,1018,1719297,479458,107820,544999.5,7.21999979,76.83000183,20
1231,1003,7290041,2414666,427661,942022.125,4.940000057,93.86000061,69
1232,1021,117785,32577,6214,490864.9688,8.260000229,67.22000122,25
1233,1003,6411751,2032828,317057,1406841.375,5.789999962,86.73999786,108
1234,1006,10481640,3085748,468039,1017513.125,4.369999886,93.19999695,108
1235,1004,11463584,3840726,802211,918791.3125,4.820000172,92.70999908,99
1236,1001,7049615,2352515,439381,1437733.375,5.010000229,94.26000214,136
1237,1020,111072,31106,7157,467422.9063,10.72000027,70.55000305,15
1238,1030,2074836,716034,116460,889681.3125,6.670000076,82.68000031,20
1239,1009,2834193,834222,172924,524479.75,4.199999809,86.51000214,38
1240,1022,150134,38674,6099,491655.5313,5.599999905,77.55000305,6
1241,1019,358376,100423,22500,478880.625,9.819999695,77.65000153,22
1242,1016,1302575,351392,65735,504569.2813,5.630000114,86.38999939,25
1243,1025,189627,51664,10699,303953.0313,5.460000038,71.01999664,23
1244,1026,261102,73082,17697,496003.9063,10.35999966,65,13
1245,1003,11508287,3594854,660121,822142.3125,3.660000086,88.30999756,148
1246,1005,10247972,3049758,575885,1286328.75,3.5,93.98999786,95
1247,1009,761319,260302,53797,730536.5,7.110000134,77.27999878,59
1248,1013,1044508,349909,53531,714357.9375,5.570000172,79.47000122,38
1249,1014,835443,235039,46289,729040,6.130000114,86.68000031,34
1250,1021,712125,239828,40675,318444.125,5.210000038,72.26000214,18
1251,1008,1425950,452951,85752,579999.3125,5.550000191,76.12999725,27
1252,1010,2222723,711972,108846,577901.75,5.5,84.65000153,32
1253,1024,387621,114176,23524,416190.1563,10.51000023,78.16000366,16
1254,1028,290080,84416,19701,307087.7188,7.960000038,67.86000061,7
1255,1018,1960856,538799,99346,834090.125,6.150000095,83.25,52
1256,1023,173141,57652,12252,397923.125,8.109999657,76.66000366,8
1257,1021,462895,149213,26764,438143.875,5.099999905,74.77999878,9
1258,1007,6361956,2024388,492344,944854.8125,4.579999924,94.22000122,107
1259,1017,2762898,829700,159789,677590,7.090000153,82,39
1260,1030,1959886,627251,137625,880044.5,7.730000019,87.69000244,43
1261,1010,567544,156919,30792,766766.125,5.860000134,78.55000305,34
1262,1014,565974,163039,27092,645625.8125,5.28000021,81.55000305,56
1263,1023,547147,189354,36594,480362.0625,9.510000229,67.05000305,19
1264,1003,9725771,3305581,779553,1226207.5,4.78000021,91.44000244,133
1265,1004,6921142,2340826,573012,1146664,4.190000057,92.05999756,56
1266,1013,2368247,795144,161408,642650,4.260000229,87.08000183,60
1267,1018,2098608,560175,87079,558648.1875,5.920000076,87.68000031,57
1268,1008,1385646,455804,77016,779368.9375,6.159999847,87.81999969,27
1269,1028,288543,82722,13557,363421.0625,9.180000305,77.31999969,9
1270,1007,2160078,563657,128238,1083738.125,3.359999895,93.19999695,92
1271,1029,10516166,2993316,559036,1002062.438,4.010000229,89.62000275,109
1272,1003,5541621,1939158,392301,1375322.5,4.139999866,91.87999725,141
1273,1010,2861517,821827,133649,783211.1875,5.800000191,86.05000305,48
1274,1027,242351,61909,10322,535725.9375,5.269999981,75.68000031,6
1275,1009,1762017,484070,101749,614177.5,6.980000019,79.73999786,59
1276,1027,430469,130117,22997,511089.4063,11.02000046,76.30000305,18
1277,1024,461855,122962,21522,491368.9063,9.270000458,76.45999908,12
1278,1001,7591420,2437050,380449,1309455.875,3.559999943,86.12000275,76
1279,1019,766847,201859,36322,598042.625,11.05000019,70.83000183,22
1280,1028,661167,171937,38670,565069,6.449999809,68.09999847,24
1281,1011,1110128,300286,64068,759344.25,5.170000076,77.88999939,24
1282,1002,10951466,3803912,691423,877174.375,5.800000191,94.16999817,51
1283,1010,655979,229179,53273,751136.125,4.090000153,75.76000214,21
1284,1015,2326287,643695,126785,689970.75,4.889999866,87.73000336,20
1285,1028,646061,202099,36664,400531.75,8.729999542,75.83999634,22
1286,1006,4340908,1182232,216880,1268081.125,5.619999886,91.52999878,148
1287,1005,11242616,3212588,732717,878898.125,5.760000229,89.40000153,147
1288,1020,644243,219517,49780,592544.6875,5.949999809,71.76999664,20
1289,1005,6698985,1991069,487274,1128462.625,4.909999847,94.76999664,111
1290,1026,737011,239476,44809,416822.3438,11.09000015,72.55999756,18
1291,1023,319926,82014,17034,544459.6875,8.039999962,76.59999847,18
1292,1009,2691757,904438,174894,676766.8125,4.460000038,82.22000122,43
1293,1004,10406885,3604799,895969,1181923.5,4.75,86.51000214,50
1294,1003,7374440,2134055,334819,1077993.125,3.170000076,86.44000244,94
1295,1023,187013,58473,13927,591657.5,11.57999992,78.84999847,21
1296,1006,4300036,1259004,232209,1237709.75,3.789999962,86.47000122,51
1297,1018,1999414,646875,102157,684005.9375,6.570000172,82.69999695,23
1298,1030,2714530,763073,165397,568567.375,5.800000191,87.98999786,28
1299,1003,7402692,2377015,390782,814200.5,5.96999979,93.44000244,150
1300,1010,1859290,648960,117366,830927.8125,4.059999943,81.72000122,24
1301,1005,3310100,884582,206753,957157.1875,3.819999933,90.66000366,101
1302,1014,1113656,336149,53954,771560.75,6.090000153,77.45999908,60
1303,1024,631338,210891,50229,517684.8438,6.679999828,79.23999786,12
1304,1018,2084650,650598,116191,797719,6.639999866,84.98000336,53
1305,1001,6994285,2055671,497500,1399375.625,5.070000172,90.69000244,72
1306,1014,745900,204167,44154,564133,5.269999981,77.81999969,29
1307,1017,957889,271228,57085,652431.875,7.639999866,75.23999786,20
1308,1005,6805602,2095078,322433,1062171.125,4.25,93.56999969,102
1309,1013,2247859,719328,116325,639385.5625,4.480000019,85.25,43
1310,1030,592514,192576,29983,508697.8438,7,81.91000366,23
1311,1017,808635,211493,49831,683227.4375,5.579999924,75.86000061,58
1312,1010,1936225,628309,140708,838498.5625,4.820000172,78.98000336,28
1313,1030,744196,190064,40783,536064.375,7.940000057,83.88999939,33
1314,1021,449104,140914,22411,431897.9375,11.77999973,66.11000061,14
1315,1022,626115,207209,36222,384251.9063,6.329999924,67.66000366,17
1316,1012,1759553,442169,74978,833276.6875,6.829999924,81.12000275,38
1317,1003,2588491,712147,130786,1171391.875,4.960000038,86.22000122,122
1318,1024,305949,97325,17398,555795.875,7.340000153,71.80999756,22
1319,1029,9332056,2699792,561495,1390390.625,4.579999924,92.65000153,105
1320,1007,6130909,2118112,389602,1395155,3.289999962,93.51000214,134
1321,1004,10162009,3508211,675847,1478813.5,3.609999895,87.16999817,80
1322,1028,158609,53480,9032,584270.5,10.36999989,76.26000214,19
1323,1026,147681,48629,8386,435534.9688,6.349999905,71.30000305,24
1324,1004,5779438,1624067,353719,1422686.875,5.079999924,88.87000275,126
1325,1005,4110206,1129080,216394,1044392.813,3.329999924,87.37999725,56
1326,1021,496830,170584,33516,426724.9063,8.510000229,69.16000366,12
1327,1011,2629538,828805,131330,532173,5.269999981,77.41999817,56
1328,1007,11261503,3798412,927842,1092780.25,5.159999847,88.02999878,84
1329,1024,362478,125387,25112,388633.3125,10.07999992,75.44999695,7
1330,1023,408702,138718,25409,446641.7188,11.65999985,69.90000153,14
1331,1005,3024020,763629,136509,1110853.625,3.890000105,87.12999725,141
1332,1025,116629,39407,6838,543458.125,9.020000458,77.18000031,23
1333,1009,1280652,399147,77410,634259.75,7.190000057,86.61000061,59
1334,1010,786198,263550,42909,569926.8125,7.519999981,87.48999786,48
1335,1017,1828359,573988,115083,586693.375,4.78000021,84.75,45
1336,1001,10498670,2699690,420223,1223519,4.480000019,94.61000061,91
1337,1021,792534,204381,40146,539049.5625,5.369999886,71.41000366,6
1338,1001,8865547,2577440,560158,1317919.125,4.139999866,89.05000305,146
1339,1024,582584,156844,28915,331066.8125,11.82999992,65.01999664,17
1340,1004,7836699,2236994,475418,853038.6875,3.289999962,88.01999664,117
1341,1022,736731,188648,36046,453533.9063,6.519999981,68.66000366,18
1342,1026,485015,148328,31809,545337.5,10.46000004,72.26000214,12
1343,1030,1030356,266725,48905,598768.875,6.940000057,85.41000366,46
1344,1030,1284042,347879,72948,787742,6.639999866,75.69000244,38
1345,1003,10117488,3177541,751728,1247970.625,4.449999809,91.18000031,70
1346,1003,6454134,1851425,297395,1120741.125,4.670000076,87.66000366,135
1347,1014,1206089,355791,54385,687451.8125,5.239999771,86.33000183,39
1348,1018,1862167,638815,106897,759807.6875,5.090000153,85.66999817,35
1349,1018,841770,259503,49465,503952.4688,5.789999962,78.83999634,42
1350,1006,8587267,2632679,558246,1162402.5,4.670000076,91.94000244,72
1351,1024,751604,249019,45792,530233.5,7.400000095,79.65000153,19
1352,1006,7529506,2002514,467629,818598.9375,5.639999866,86.84999847,68
1353,1003,5778918,1599268,292212,1376868.5,3.390000105,85.98000336,150
1354,1022,413101,134148,26930,338311.4688,11.64999962,77.90000153,24
1355,1014,673039,206360,32717,613650.875,7.789999962,76.45999908,31
1356,1001,7469099,2056141,500838,966035.75,4.630000114,92.61000061,74
1357,1016,2417953,837308,129703,780969.375,7.889999866,79.5,30
1358,1013,2249749,716725,148494,826978.375,4.409999847,87.79000092,32
1359,1029,2757112,964108,237207,1349012.25,4.510000229,87.26000214,93
1360,1013,1760165,564279,110301,529267.625,4.239999771,78.30999756,60
1361,1019,588996,177237,38328,440827.8438,6.409999847,69.90000153,25
1362,1022,493593,130330,26542,585817.75,8.460000038,68.51999664,12
1363,1021,177374,52459,9023,397908.75,8.229999542,76.33000183,17
1364,1002,9855454,2837746,655398,1417062.5,5.960000038,89.79000092,131
1365,1003,9489730,3032659,677971,1272897.625,3.079999924,85.95999908,78
1366,1018,1447226,503725,79716,829612.6875,7.210000038,80.72000122,57
1367,1026,253349,66629,13028,338606.875,8.170000076,73.22000122,21
1368,1029,7912802,2074913,416892,1126294.75,5.730000019,85.43000031,121
1369,1007,11218059,3195976,695106,1391573.125,5.400000095,91.77999878,121
1370,1028,280627,95836,23078,478996.3438,8.409999847,71.65000153,9
1371,1023,566950,143991,24234,363837.125,5.139999866,73.25,18
1372,1027,319449,107666,22041,404083.9063,5.550000191,69.44999695,16
1373,1029,5404995,1841413,350602,1305661.625,4,87.05999756,91
1374,1014,620581,187956,39455,688484.25,6.78000021,82.08999634,31
1375,1022,414966,120910,29170,381205.0313,5.369999886,69.55999756,11
1376,1012,2573105,839319,204255,861087.25,6.96999979,81.72000122,48
1377,1007,10571807,3361731,588783,1307837.875,3.589999914,86.97000122,139
1378,1004,11098332,3082159,732557,1315745.5,4.579999924,93.37000275,136
1379,1027,454746,144498,33198,428429.6563,10.90999985,75.20999908,18
1380,1011,1294053,402939,90052,676486.625,4.75,82.12999725,32
1381,1012,2787365,962312,188133,501137.7813,4.510000229,81.70999908,43
1382,1024,148363,43969,8696,420897.625,11.27999973,76.44000244,9
1383,1013,1053181,324614,67358,825425.625,6.78000021,83.62000275,46
1384,1011,676884,210095,47858,764597.875,5.989999771,84.08999634,57
1385,1027,441147,138593,29893,312716.4063,12,68.16999817,23
1386,1026,618342,203371,45550,580924.9375,5.989999771,73.52999878,7
1387,1025,423855,120693,21825,308341.8438,11.76000023,73.37000275,20
1388,1014,531892,172577,43089,588600.8125,7.510000229,76.63999939,36
1389,1024,299454,89721,19939,412196.0938,9.319999695,76.62000275,13
1390,1021,400037,105756,24056,386405.125,10.64000034,76.02999878,6
1391,1005,2030043,577043,120480,936880.5,3.74000001,91.98999786,147
1392,1018,1045911,270256,56858,559855.75,7.690000057,83.33000183,36
1393,1008,1249805,336187,73263,776668.875,5.03000021,76.86000061,39
1394,1029,11281518,2926066,512993,1350942.125,3.799999952,85.66000366,91
1395,1015,2698213,822646,155957,519646.0313,7.869999886,76.37999725,55
1396,1020,129516,39936,6889,527307.875,6.960000038,73.31999969,11
1397,1018,1449052,481676,117914,757842.5625,7.949999809,84.91000366,46
1398,1013,1076866,288479,64987,576274.6875,6.019999981,77.91999817,58
1399,1017,2374570,630802,147025,630025.75,6.699999809,82.48999786,37
1400,1003,3482063,996355,237245,914366.625,3.200000048,89.48999786,130
1401,1003,6036925,1760446,288900,972841.0625,5.579999924,86.63999939,113
1402,1013,2294103,712069,132542,818181.5,7.730000019,82.12999725,33
1403,1023,464797,143325,25013,521803.875,8.220000267,77.45999908,11
1404,1008,1286067,387050,95113,669606.3125,7.320000172,84.26000214,47
1405,1008,1549528,439151,69391,757075.8125,5.610000134,85.37000275,35
1406,1023,688039,214194,44208,407037.8438,11.30000019,75.23999786,8
1407,1012,2743964,806436,186688,781826.875,4.070000172,78.63999939,36
1408,1008,1921731,549129,111467,537487.125,5.170000076,79.27999878,57
1409,1016,2765434,804368,135258,759816.0625,6.429999828,85.48999786,33
1410,1011,1419437,433191,79707,524463.625,7.139999866,76.05999756,60
1411,1008,1043771,331614,76653,524125.125,7.860000134,76.76999664,44
1412,1018,1234091,342424,58385,639279.75,5.860000134,87.27999878,56
1413,1023,115871,35282,6701,335976.5313,5.769999981,75.55000305,16
1414,1025,774200,230531,52967,436196.5938,9.979999542,73.55000305,12
1415,1027,643383,211436,50509,425433.875,9.710000038,69.90000153,5
1416,1028,600118,178555,41869,367537.8438,10.81000042,78.55999756,20
1417,1021,413662,129841,31921,336058.9688,11.59000015,71.83999634,20
1418,1020,130466,33536,6953,442376.1875,9.979999542,65.48999786,22
1419,1013,2177800,647536,125625,895506.6875,5.579999924,82.16000366,55
1420,1003,10018128,2515273,535364,1459572.25,4.300000191,89.25,134
1421,1026,533666,155798,24569,302618.9688,9.25,70.19999695,19
1422,1015,2915614,1014182,230765,638517.5625,4.179999828,79.33000183,47
1423,1021,689121,201664,30689,313806.0625,5.71999979,75.08000183,18
1424,1022,748648,210155,39772,330349.375,8.659999847,70.22000122,9
1425,1029,3295570,846829,129853,1468101.25,5.130000114,91.09999847,116
1426,1026,612609,171139,38939,559874.25,5.230000019,75.48000336,9
1427,1010,2984292,834289,150086,738543,6.170000076,82.90000153,45
1428,1019,655234,170594,34098,435254.4063,8.649999619,68.52999878,18
1429,1017,1252417,433282,102101,604905.625,4.659999847,84.16000366,42
1430,1026,124685,35350,5655,492094.1875,7.019999981,68.20999908,24
1431,1012,2345685,682257,137541,701311.75,7.699999809,80.30000305,40
1432,1023,179154,51934,10031,410108.2813,6.519999981,69.83999634,9
1433,1023,178984,48985,11800,386194.6875,9.199999809,75.45999908,21
1434,1018,1333283,453447,108304,824664.625,4.710000038,83.25,59
1435,1003,3585264,1046630,200448,1355114.875,5.239999771,89.62999725,142
1436,1029,9348788,2864554,533821,1205103.5,5.559999943,87.45999908,58
1437,1025,401588,103078,17037,525771.1875,9.300000191,73.88999939,8
1438,1025,396942,105936,22871,589395.125,5.230000019,65.87999725,14
1439,1026,146607,41088,9337,536700.0625,5.590000153,65.90000153,12
1440,1021,313361,94311,21202,472767.9375,9.920000076,69.61000061,23
1441,1019,479134,140663,25743,496507.6875,11.56000042,78.12999725,19
1442,1007,8172088,2189803,363530,838444,5.730000019,93.88999939,116
1443,1023,604370,202978,43048,528421.5,7.679999828,71.52999878,19
1444,1026,643466,221156,41273,330507.0625,9.050000191,68.98000336,25
1445,1022,131666,37254,7921,513916.25,5.269999981,67.68000031,7
1446,1014,1130667,287091,71245,847584.375,4.449999809,82.48999786,24
1447,1029,4397254,1226799,278543,1459935.25,3.220000029,94,90
1448,1003,7376504,2279588,529597,1372445.625,5.150000095,93,88
1449,1003,10273722,3221481,688421,1209776.5,5.900000095,92.20999908,97
1450,1003,9448759,2459651,430754,1358577,3.190000057,91.90000153,132
1451,1017,1192669,346794,81992,898399.3125,6.909999847,80.73999786,26
1452,1030,1419105,381324,61979,732271.5,4.829999924,77.88999939,35
1453,1022,507515,132214,20304,405918.1875,5.150000095,72.01999664,21
1454,1002,3887453,1065856,176836,857781.1875,4.010000229,85.16000366,140
1455,1025,140908,41441,9952,363323.3438,10.35000038,66.76000214,9
1456,1012,698239,204633,45839,802851.75,7.989999771,77.12999725,57
1457,1011,1694138,544513,96108,785866.9375,4.5,79.30000305,35
1458,1026,573826,150885,25434,310023.4063,11.85000038,65.48999786,13
1459,1024,289866,74247,13968,502448.9688,9.380000114,74.62000275,16
1460,1023,138010,38578,7237,348900.6875,7.710000038,70.62999725,6
1461,1013,1669408,554162,103855,884192.6875,4.710000038,77.40000153,22
1462,1028,700415,210700,32043,549282.125,6.519999981,71.83000183,19
1463,1026,758069,190840,37218,508104.1563,5.739999771,74.40000153,8
1464,1016,2068350,635308,136513,646696.4375,4.679999828,81.97000122,46
1465,1020,581969,181619,28440,528663.4375,10.40999985,78.37000275,6
1466,1029,3701378,999848,199735,810479.75,3.099999905,93.48000336,146
1467,1029,2101637,581304,125559,1407499.625,4.380000114,91.01999664,73
1468,1028,183136,63033,15302,551616.25,8.359999657,69.54000092,14
1469,1001,3876727,1160156,243595,884455.5,4.340000153,93.76999664,140
1470,1028,770805,262746,44104,443136.4375,6.460000038,76.48999786,25
1471,1023,505028,135880,29796,385011.6563,11.22000027,73.09999847,12
1472,1026,298070,90649,15888,486958.6563,6.269999981,77.51999664,25
1473,1015,2451441,668578,156433,520120.4063,7.820000172,82.37999725,34
1474,1014,1126791,295141,57574,890047.0625,5.320000172,85.54000092,51
1475,1001,2280332,655499,145867,877604.5625,3.380000114,86.80000305,74
1476,1009,987324,273253,50837,737761.0625,6.429999828,83.12999725,38
1477,1007,2100527,541308,97461,972996.375,3.619999886,90.47000122,61
1478,1022,446230,125202,30597,488913.5938,9.550000191,78.08000183,13
1479,1012,901747,250280,53952,607879.3125,7.28000021,84.54000092,44
1480,1016,1670657,558199,125295,643168.3125,7.400000095,76.84999847,36
1481,1008,568474,150368,31225,621025.0625,5.46999979,77.69000244,42
1482,1010,1246505,317309,79202,684195.25,7.460000038,85.86000061,52
1483,1028,217560,61242,12484,599450.9375,6.860000134,65.81999969,21
1484,1012,1579797,515632,99241,775535.8125,6.130000114,86.30999756,28
1485,1027,720891,244729,58850,306556.4375,11.21000004,72.65000153,25
1486,1026,338582,101218,20645,352334.125,11.02000046,73.05999756,8
1487,1003,9408544,3051653,670866,916466.625,4.53000021,94.16999817,86
1488,1015,1999973,679505,144662,713790.0625,7.710000038,76.45999908,59
1489,1007,11849034,3999607,776713,1032607.063,4.630000114,92.38999939,94
1490,1023,164903,57120,12318,335005.3438,5.159999847,69.98000336,14
1491,1017,549234,187310,37606,805712.4375,6.5,85.15000153,41
1492,1003,6602728,2225526,520782,1476278.625,3.619999886,94.88999939,115
1493,1001,11420924,3366192,523672,996292.875,4.619999886,92.37000275,126
1494,1023,757391,240453,55740,395271.125,5.28000021,69.59999847,21
1495,1013,1909910,514446,89662,811407.3125,5.869999886,79.20999908,54
1496,1027,640420,218802,53279,499315.4063,8.289999962,74.91999817,14
1497,1007,10010571,2889997,528326,1207267.75,5.039999962,91.18000031,127
1498,1009,2632503,720024,124294,593058.8125,4.110000134,85.01999664,38
1499,1026,589090,155613,32802,566984.9375,8.260000229,71.83999634,10
1500,1018,2831889,786410,150618,574705.5,6.409999847,82.09999847,56
1501,1030,2255878,741973,115446,556036.875,7.179999828,75.59999847,49
1502,1018,659373,222728,41917,818043.6875,7.510000229,79.45999908,25
1503,1007,7326955,2448122,383425,1176537.875,3.039999962,94.33000183,112
1504,1029,4756280,1290182,255932,1352565.75,3.859999895,94.47000122,107
1505,1012,1318930,457322,90169,570520.4375,4.639999866,83.22000122,34
1506,1030,2140205,626992,135699,613409.875,4.440000057,82.26000214,47
1507,1016,676729,173113,33274,521563.6875,4.550000191,81.36000061,49
