institution_id,institution_name,city_id,institution_type,establishment_year,total_students,average_course_fee,placement_rate,accreditation_status
1148,Advanced Technology College,1011,College,2006,9827,285050.7813,76.33000183,AICTE Approved
1149,Central Technology Institute,1010,Institute,1963,10569,303459.5313,66.91999817,NAAC A+
1150,Modern Technology University,1025,University,2020,3442,243925.125,59.86000061,NAAC B+
1151,Advanced Arts & Science College,1023,College,2016,1800,189507.8438,60.88000107,NBA Accredited
1152,Central Arts & Science University,1026,University,1973,1416,166002.3125,49.65999985,NAAC B
1153,National Arts & Science Institute,1011,Institute,1968,7703,380219.1875,57.95000076,AICTE Approved
1154,Indian Commerce University,1001,University,1968,20853,365622.4688,88.19999695,AICTE Approved
1155,Modern Commerce College,1005,College,1990,18684,359630.7813,76.65000153,NAAC B
1156,Advanced Engineering Institute,1013,Institute,1979,4475,343089.3125,59.11999893,NBA Accredited
1157,Government Medical University,1007,University,1953,12710,611525.1875,78.66000366,NAAC B
1158,Government Technology Institute,1013,Institute,2002,4127,361614.6875,55.02000046,Not Accredited
1159,State Commerce College,1022,College,1975,3744,71058.67188,61.70999908,NAAC A
1160,Advanced Technology University,1022,University,2014,4618,214656.4844,38.15000153,NAAC A+
1161,Government Law Institute,1019,Institute,2017,4700,89374.02344,60.90999985,NAAC B+
1162,Regional Law College,1011,College,1961,4013,296661.3125,80.22000122,NAAC B
1163,Government Commerce Institute,1002,Institute,1959,21890,340763.375,90.73000336,NAAC B
1164,Government Arts & Science Institute,1003,Institute,1996,5286,294169.625,85.73999786,NAAC B+
1165,Government Medical College,1009,College,2018,6638,226215.6406,61.86000061,NAAC A
1166,Indian Technology College,1022,College,1974,4443,56607.67969,65.51999664,NAAC A
1167,State Technology College,1028,College,2015,2324,212640.0938,69.66000366,NBA Accredited
1168,Indian Commerce Institute,1011,Institute,1975,2690,237432.3438,68.04000092,NAAC B
1169,Central Arts & Science College,1011,College,2000,3801,151305.3125,NULL,NAAC B
1170,Regional Law University,1019,University,1978,775,80656.10938,38.63999939,UGC Recognized
1171,Modern Medical University,1002,University,1997,19330,471150.875,75.83999634,Not Accredited
1172,Regional Technology University,1002,University,2002,10042,512068.7813,79.38999939,NAAC A
1173,Modern Medical University,1024,University,1984,3265,168013.5313,52.70000076,UGC Recognized
1174,Premier Medical University,1020,University,1984,2302,62783.60938,51.52999878,NAAC B+
1175,State Medical College,1003,College,1993,13516,436827,72.16999817,UGC Recognized
1176,Advanced Technology College,1010,College,1984,11094,249562.7031,71.41000366,NBA Accredited
1177,Modern Law University,1008,University,1995,11741,354965.0938,74.54000092,UGC Recognized
1178,National Arts & Science College,1005,College,2000,17741,765276,80.48000336,NAAC B+
1179,Premier Technology College,1005,College,1959,7493,661926.9375,94.47000122,NAAC B
1180,Central Technology University,1023,University,1996,2741,171111.3125,68.18000031,NAAC A
1181,Central Arts & Science Institute,1005,Institute,1953,10922,733655.6875,86.98999786,NBA Accredited
1182,Central Arts & Science Institute,1001,Institute,2001,7831,489502.9688,77.15000153,NBA Accredited
1183,Central Engineering College,1001,College,1957,18433,473950.2188,81.37000275,Not Accredited
1184,Advanced Management College,1007,College,1982,8525,572021,71.01000214,NAAC B+
1185,Modern Medical Institute,1024,Institute,2015,2990,199337.1875,38.15999985,NAAC B+
1186,Advanced Management Institute,1017,Institute,1995,11917,286138.4375,78.44000244,NAAC B+
1187,Regional Technology University,1012,University,2012,3837,253954.4688,82.19999695,NAAC A
1188,Indian Management Institute,1030,Institute,2014,8108,109539.8203,67.69999695,NAAC B
1189,Modern Medical College,1022,College,1971,5898,227178.5938,64.13999939,NAAC A+
1190,Premier Technology University,1023,University,1978,3042,144006.0469,55.66999817,NAAC A
1191,Advanced Technology University,1008,University,1997,2338,287886.8438,82.55000305,NAAC A
1192,Government Commerce University,1002,University,1957,11620,636345.625,88.80999756,NAAC B
1193,Central Law University,1020,University,2000,1827,145850.1094,NULL,NAAC B+
1194,National Law University,1019,University,2019,4309,68231,53.74000168,Not Accredited
1195,Modern Medical College,1014,College,2005,9747,228273.0313,75.44999695,NAAC B+
1196,State Management Institute,1009,Institute,1978,9875,206671.0469,68.16999817,NAAC A
1197,Central Technology Institute,1012,Institute,1981,6119,201971.3906,65.45999908,NAAC B
1198,State Medical University,1015,University,2003,9461,271052.4375,63.25,NAAC A+
1199,Premier Commerce College,1019,College,2000,2607,87970.11719,47.06999969,NAAC A
1200,National Medical Institute,1014,Institute,1968,9729,330874,69.98999786,Not Accredited
1201,Government Technology College,1004,College,2005,16767,735886.75,87.04000092,NAAC B
1202,Modern Engineering College,1009,College,1999,4335,180622.5313,70.59999847,NBA Accredited
1203,Central Arts & Science University,1015,University,1964,5538,115122.1563,73.41000366,Not Accredited
1204,Modern Technology College,1005,College,1996,14012,792668.5,78.70999908,NBA Accredited
1205,Advanced Medical University,1011,University,1992,6656,140213.3125,61.97999954,NAAC B
1206,Government Management College,1010,College,2012,7591,265938.375,67.94999695,NBA Accredited
1207,State Arts & Science Institute,1009,Institute,1993,8670,310197.2188,78.63999939,UGC Recognized
1208,Government Commerce College,1019,College,1985,5514,105998.0625,51.79999924,NAAC B
1209,Indian Law Institute,1015,Institute,1960,3043,204946.5,84.19999695,NBA Accredited
1210,Regional Arts & Science College,1029,College,2009,17557,576498.3125,82.08000183,NAAC B
1211,Modern Medical College,1003,College,2002,24299,288642.5,72.80000305,NAAC B
1212,State Medical College,1001,College,1974,16776,598817.125,85.95999908,NAAC A
1213,State Medical College,1012,College,1990,11854,323633.9688,66.12999725,NAAC B
1214,Government Management University,1026,University,1987,5501,198005.5469,38.11000061,NAAC A
1215,Government Law University,1005,University,2008,24077,393422.0313,NULL,NAAC B+
1216,Premier Law Institute,1006,Institute,1961,24921,627558.6875,94.98999786,NAAC A
1217,Regional Technology Institute,1013,Institute,1992,4704,265950.6563,72.19000244,NAAC A
1218,Regional Law College,1019,College,2002,5572,102969.6484,56.38999939,NAAC B+
1219,State Law Institute,1015,Institute,1967,4049,322029.375,58.20999908,NAAC A
1220,Advanced Medical Institute,1013,Institute,1998,2504,117926.9688,55.40999985,NAAC A
1221,Government Medical Institute,1014,Institute,1984,2238,274063.375,64.13999939,NAAC B+
1222,Advanced Management University,1003,University,1967,13800,442147.8438,71.79000092,NAAC A
1223,Advanced Engineering College,1008,College,2011,3328,123412.4766,69.84999847,NAAC B
1224,Modern Commerce College,1006,College,2005,16166,226275.9531,82.48000336,NAAC B+
1225,Modern Law Institute,1002,Institute,2009,8600,790978.1875,81.36000061,NBA Accredited
1226,Modern Technology University,1006,University,1975,7645,267436.6875,85.26999664,NAAC B
1227,Advanced Law Institute,1010,Institute,1973,5135,270224.1563,59.61999893,NAAC B
1228,Indian Medical University,1028,University,1986,2713,203683.6563,35.02999878,NBA Accredited
1229,Government Law College,1010,College,2010,5112,257338.9063,81.09999847,NAAC B
1230,National Arts & Science University,1010,University,2010,5432,225344.1094,64.51999664,NAAC A
1231,National Arts & Science University,1016,University,1976,10609,161233,78.48000336,NAAC B
1232,Regional Management College,1029,College,1970,8688,201829.8125,91.29000092,UGC Recognized
1233,Central Technology College,1028,College,1991,3129,73803.99219,50.88000107,NBA Accredited
1234,Central Arts & Science University,1008,University,1971,4734,247990.0156,71.76999664,NAAC B
1235,Indian Management College,1023,College,2012,3616,75954.99219,53.13000107,Not Accredited
1236,Government Commerce College,1030,College,1966,4850,267181.5313,60.93999863,NAAC A+
1237,Premier Management College,1014,College,1971,3953,233084.7656,72.16999817,AICTE Approved
1238,State Technology Institute,1006,Institute,1990,19679,584249.75,82.79000092,UGC Recognized
1239,Government Technology University,1026,University,1999,4743,161293.8906,48.77999878,NAAC A
1240,Advanced Engineering Institute,1001,Institute,2014,15682,686335.875,86.62999725,NAAC B+
1241,State Management Institute,1019,Institute,2010,953,159548.0469,35.52000046,NAAC A
1242,State Medical Institute,1004,Institute,1971,24370,767479.4375,86.04000092,NAAC A
1243,Premier Arts & Science University,1004,University,1962,13775,625625.5625,83.29000092,NAAC B
1244,State Commerce Institute,1027,Institute,1972,5930,128628.4063,36.59999847,NBA Accredited
1245,Modern Arts & Science Institute,1030,Institute,1981,7509,295940.0938,78.98999786,AICTE Approved
1246,Government Medical Institute,1006,Institute,2001,7785,384065.2188,70.56999969,NAAC B
1247,Government Medical College,1030,College,2008,10899,132881.25,68.08000183,AICTE Approved
1248,State Law College,1025,College,1992,4533,166407.1719,55.36999893,AICTE Approved
1249,Regional Commerce Institute,1003,Institute,1982,16579,299955.1563,73.80999756,NBA Accredited
1250,Premier Commerce College,1012,College,1970,9583,375851.9063,74.51000214,NAAC B+
1251,Premier Management Institute,1013,Institute,2011,4761,335742.5938,69.08999634,NBA Accredited
1252,Indian Medical University,1002,University,1979,24407,598598.5,86.87000275,UGC Recognized
1253,Advanced Law University,1008,University,1979,11268,342409.5938,76.37000275,NAAC A
1254,Government Arts & Science Institute,1021,Institute,1995,757,157909.625,45.09999847,NBA Accredited
1255,Central Management University,1025,University,1997,3744,180070.2031,50.02000046,UGC Recognized
1256,Central Management University,1023,University,2012,4455,167704.0156,43.47000122,Not Accredited
1257,National Management College,1023,College,1984,5643,72038.5,62.27999878,UGC Recognized
1258,Government Law University,1026,University,1980,3110,232612.4844,67.19999695,NAAC B
1259,State Medical Institute,1015,Institute,1993,3112,327965.4063,77.04000092,NAAC B+
1260,Modern Management College,1005,College,1975,10106,231347.9844,72.44999695,NAAC B+
1261,State Arts & Science University,1012,University,2007,11450,348598.2188,NULL,NAAC B
1262,Government Arts & Science College,1026,College,1973,4565,247410.5156,56.77000046,NAAC B+
1263,Modern Engineering Institute,1009,Institute,1994,4323,348124.8438,77.29000092,UGC Recognized
1264,Government Arts & Science University,1029,University,1992,17824,411707.875,90.51999664,UGC Recognized
1265,Government Technology University,1017,University,1973,4928,246793.7031,69.81999969,NAAC A+
1266,Government Technology University,1013,University,2011,2005,265338.2188,83.15000153,NAAC A
1267,Indian Engineering College,1016,College,1984,2475,390715.875,77.19999695,NAAC A
1268,Indian Arts & Science College,1030,College,2015,11988,182942.0156,60.29000092,UGC Recognized
1269,Indian Technology Institute,1006,Institute,1988,12233,312415.0625,74.37999725,UGC Recognized
1270,Central Medical University,1022,University,1978,4592,226511.125,49.93999863,NBA Accredited
1271,Central Commerce Institute,1026,Institute,1975,3225,131822.3594,69.61000061,NAAC A
1272,National Engineering University,1011,University,1979,6265,250088.0313,64.20999908,NAAC A
1273,Central Management College,1009,College,1994,5087,356268.75,66.31999969,NAAC B
1274,Premier Medical University,1016,University,1998,7138,146507.3438,62.61000061,NBA Accredited
1275,Advanced Commerce University,1011,University,2014,8753,276893.625,66.06999969,UGC Recognized
1276,Indian Medical University,1003,University,2012,5472,399827.2188,78.09999847,Not Accredited
1277,Premier Management Institute,1002,Institute,2009,6623,357424.1563,74.47000122,NAAC B+
1278,State Commerce University,1013,University,2013,8681,273537.3125,71.87999725,NAAC B+
1279,Advanced Medical University,1023,University,1975,587,161938.625,36.50999832,NAAC B
1280,Advanced Commerce Institute,1006,Institute,2008,10566,271488.4375,78.23999786,NBA Accredited
1281,State Medical Institute,1029,Institute,1995,6062,451875.9375,78.30000305,NAAC B
1282,Central Commerce College,1030,College,1983,5326,188366.3906,64.41000366,NAAC A
1283,Modern Arts & Science University,1026,University,1990,3107,98457.00781,44.63000107,NBA Accredited
1284,Regional Engineering College,1008,College,1965,6173,273412.875,59.77999878,NBA Accredited
1285,State Arts & Science Institute,1011,Institute,2003,3021,259081.3125,84.54000092,UGC Recognized
1286,National Management University,1005,University,1975,22015,446082.4688,80.69999695,NAAC B+
1287,Modern Law Institute,1023,Institute,2005,2961,245652.7656,68.68000031,NAAC A+
1288,Indian Commerce University,1030,University,1962,7324,318626.9688,73.36000061,Not Accredited
1289,Government Law University,1025,University,1994,3414,192493,55.90999985,NAAC B
1290,Regional Engineering Institute,1010,Institute,2005,4123,387441.5313,83.55999756,Not Accredited
1291,Advanced Engineering Institute,1007,Institute,1990,14740,541734.9375,93.75,UGC Recognized
1292,Indian Management University,1025,University,1976,2467,150448.0156,49.38999939,NAAC A+
1293,Government Technology University,1012,University,1977,5071,231874.9219,64.69000244,NBA Accredited
1294,Central Law Institute,1006,Institute,1989,20827,413542.25,81.66000366,UGC Recognized
1295,Regional Commerce University,1018,University,1971,8600,389042.6875,59.72000122,NBA Accredited
1296,State Medical Institute,1020,Institute,2002,2869,241078.3594,50.84000015,NAAC A
1297,State Commerce University,1023,University,1975,1530,212583.4531,47.88000107,NAAC B+
1298,Premier Arts & Science University,1016,University,1989,6843,324600.8125,75.65000153,NAAC B+
1299,Modern Management Institute,1010,Institute,1979,9562,280511.375,81.12999725,NBA Accredited
1300,National Engineering College,1001,College,1982,8204,603749.5625,72.81999969,NAAC A
1301,Premier Engineering Institute,1007,Institute,2007,12503,633233.875,89.38999939,UGC Recognized
1302,Modern Engineering Institute,1026,Institute,1995,5871,221880.1875,60.22999954,AICTE Approved
1303,Indian Arts & Science Institute,1004,Institute,2012,5091,308870.4688,80.09999847,NAAC B
1304,Modern Law University,1029,University,1965,19271,547541.4375,80.69000244,NAAC B
1305,National Engineering University,1024,University,2004,4246,196225.7969,46.65000153,NAAC B+
1306,Government Engineering Institute,1014,Institute,1992,9761,357388.25,55.00999832,NAAC B+
1307,Modern Management University,1008,University,1996,2458,166204.0781,83.51999664,NAAC B
1308,Premier Engineering University,1028,University,1992,1803,239061.5781,57.04999924,NAAC A
1309,State Technology University,1004,University,1989,10410,610150.8125,70.22000122,NAAC B
1310,Advanced Law Institute,1021,Institute,2009,3404,217169.8281,57.18000031,NAAC B+
1311,Modern Management College,1022,College,2019,3395,114561.4063,62.29000092,NAAC B
1312,National Technology Institute,1024,Institute,1986,3075,227676.0156,46.88000107,NAAC B+
1313,Premier Arts & Science University,1021,University,1972,4699,94446.32813,55.77000046,NAAC A+
1314,Premier Commerce University,1010,University,1979,2781,392382.2813,72.52999878,UGC Recognized
1315,Government Law Institute,1009,Institute,2005,9820,224362.7813,73.12999725,NBA Accredited
1316,Premier Engineering University,1006,University,2011,13602,720963.4375,73.87000275,NAAC B+
1317,Premier Law College,1030,College,1980,4068,367230.5313,61.54000092,NBA Accredited
1318,Premier Engineering College,1013,College,1985,10915,205074.7813,72.98999786,NAAC A
1319,Premier Management Institute,1029,Institute,1980,10549,786291.5625,85.43000031,NAAC B+
1320,Advanced Medical College,1019,College,1984,4180,138805.7656,35.61999893,NAAC B+
1321,Modern Engineering Institute,1010,Institute,1984,11627,358511.4063,71.19000244,NAAC B+
1322,Central Technology College,1025,College,1981,5456,143774.9063,40.68000031,NBA Accredited
1323,Modern Medical University,1025,University,1980,5148,233462.7969,52.49000168,NAAC B
1324,Indian Technology University,1004,University,1996,14838,393878.75,93.76000214,UGC Recognized
1325,Advanced Medical College,1009,College,1970,4522,111648.6328,56.66999817,NBA Accredited
1326,Modern Commerce Institute,1019,Institute,1970,5893,171421.0313,40.45999908,NAAC A+
1327,Advanced Engineering Institute,1005,Institute,1971,22161,255204.5469,83.25,NAAC B
1328,State Management College,1021,College,1975,1672,243468.2813,47.52999878,Not Accredited
1329,State Management Institute,1001,Institute,2012,18324,477459.0313,71.44000244,NAAC B
1330,Indian Commerce University,1018,University,1961,4464,341616.9063,57.75999832,NBA Accredited
1331,Indian Medical Institute,1011,Institute,2001,10390,292460.0625,56.22000122,NAAC B
1332,Central Arts & Science University,1004,University,1982,13923,348497.8438,76.72000122,Not Accredited
1333,National Medical University,1018,University,1963,9375,350273.625,68.36000061,UGC Recognized
1334,Advanced Medical Institute,1001,Institute,1981,9586,484378.4688,86.37999725,NAAC A
1335,Government Medical Institute,1013,Institute,1980,5796,330006.6563,79.73999786,AICTE Approved
1336,Government Law Institute,1006,Institute,1982,21716,657098.4375,70.19999695,NAAC B
1337,State Technology Institute,1001,Institute,1998,21318,530916.8125,81.91999817,UGC Recognized
1338,Modern Technology College,1030,College,1988,3204,316088.8125,70.86000061,UGC Recognized
1339,Regional Law Institute,1013,Institute,2010,3940,125725.5703,63.83000183,NAAC A
1340,Advanced Commerce College,1029,College,1961,23776,702440.375,85.62000275,NAAC A
1341,Indian Law University,1021,University,2011,1965,189974.9844,50.34000015,NBA Accredited
1342,National Engineering Institute,1010,Institute,1978,7878,246283.7031,76.91000366,NAAC A
1343,Indian Technology University,1024,University,2001,2146,101251.0234,42.34999847,AICTE Approved
1344,Advanced Management College,1015,College,2011,10031,348986.4375,66.38999939,NAAC A
1345,Premier Arts & Science College,1008,College,2012,8417,341415.0625,65.31999969,NAAC A+
1346,State Engineering Institute,1023,Institute,1980,1015,111324.3984,60.22999954,NAAC A
1347,National Technology Institute,1029,Institute,2000,6228,783809.5,85.76000214,UGC Recognized
1348,Regional Medical College,1009,College,1993,3466,285488.125,64.75,NBA Accredited
1349,Regional Engineering College,1013,College,1997,10525,202352.7656,84.20999908,NBA Accredited
1350,Premier Commerce University,1029,University,1982,11628,400499.3125,89.37999725,NBA Accredited
1351,Advanced Engineering University,1001,University,2007,7195,605692.75,90.48999786,NAAC B+
1352,State Technology Institute,1011,Institute,2006,5920,303880.375,79.65000153,NAAC B
1353,Advanced Technology University,1009,University,2002,2277,279364.2813,83.01000214,AICTE Approved
1354,National Technology Institute,1023,Institute,2016,3731,164458.2031,52.77000046,NAAC B
1355,Indian Arts & Science Institute,1021,Institute,1993,2807,174319.7031,44.29999924,NBA Accredited
1356,Government Management University,1024,University,2016,2942,133335.1719,46.68000031,NBA Accredited
1357,Indian Technology College,1005,College,1980,9541,333128.4688,80.30000305,NAAC B
1358,State Management University,1026,University,1975,2608,120347.7969,56.47000122,NAAC B+
1359,State Commerce College,1004,College,2004,22491,406541.8438,94.66999817,UGC Recognized
1360,State Medical University,1004,University,1977,8898,360623.0313,79.33000183,NAAC A
1361,National Law Institute,1012,Institute,1972,10117,243437.625,70.81999969,UGC Recognized
1362,Regional Engineering College,1029,College,2015,13093,393588.1875,79.37999725,NBA Accredited
1363,Regional Management Institute,1016,Institute,2007,6153,383306.0313,60.68000031,NAAC B
1364,Modern Management Institute,1007,Institute,1966,17259,252546.4688,83.38999939,Not Accredited
1365,Regional Engineering College,1003,College,1954,17724,443249.3438,76.23999786,AICTE Approved
1366,Advanced Technology University,1010,University,2012,7001,165823.1875,67.05000305,NAAC B
1367,Modern Law Institute,1022,Institute,1993,2132,62470.60156,68.16000366,NAAC B+
1368,Modern Law Institute,1013,Institute,1969,8264,337149.9688,82.94999695,NAAC A
1369,State Commerce Institute,1027,Institute,1997,5664,96299.54688,45,NAAC A
1370,Advanced Management Institute,1018,Institute,1985,7916,168200.4375,82.23999786,NAAC B
1371,Advanced Commerce College,1017,College,2004,6961,185007.25,61.91999817,NAAC B+
1372,Central Arts & Science University,1026,University,1984,5019,54637.01172,50.86999893,NAAC B+
1373,Government Management University,1024,University,2004,3017,232513.2188,37.52999878,NBA Accredited
1374,Government Management University,1002,University,1974,21165,669390.25,89.62999725,NBA Accredited
1375,State Management University,1015,University,2006,4988,330413.5313,67.94999695,NAAC A
1376,State Commerce Institute,1006,Institute,1982,9315,750670.5625,83.22000122,NAAC B+
1377,Advanced Arts & Science College,1028,College,2005,1154,109712.9531,53.41999817,Not Accredited
1378,Premier Law College,1009,College,1992,10531,306730.5938,74.31999969,NAAC B
1379,State Technology University,1021,University,2001,1777,163374.1719,48.15000153,AICTE Approved
1380,National Commerce University,1016,University,2017,6476,277218.75,83.72000122,NAAC B
1381,National Medical College,1004,College,1961,24687,596891.8125,89.18000031,NAAC B+
1382,National Engineering College,1015,College,1997,6375,264311.375,56.72000122,NAAC A
1383,State Engineering Institute,1010,Institute,2016,5021,380791,69.52999878,NAAC B+
1384,State Medical Institute,1010,Institute,2001,3005,339807.75,79.66999817,NAAC B
1385,Indian Management College,1021,College,1982,4431,175311.0469,37.15999985,NAAC A
1386,Modern Law Institute,1014,Institute,1967,3387,306029.375,77.40000153,NAAC B
1387,Central Law University,1013,University,2015,7664,154451.4375,70.37000275,NAAC B
1388,State Law University,1018,University,1990,4337,372444.5625,83.75,NBA Accredited
1389,National Arts & Science College,1026,College,2000,4274,196132.5938,35.27999878,NAAC B
1390,Regional Engineering University,1008,University,1993,8184,180123.125,71.70999908,NAAC B
1391,Central Commerce University,1003,University,1999,9697,452398.9375,82.84999847,NAAC B
1392,Indian Arts & Science Institute,1027,Institute,2015,3664,188179.9531,54.02999878,UGC Recognized
1393,Government Medical University,1010,University,1989,3418,178040.9844,81.59999847,NAAC A
1394,Central Medical College,1008,College,1985,8502,204396.8438,61.02999878,UGC Recognized
1395,State Technology Institute,1025,Institute,2017,3145,230608.4375,43.99000168,Not Accredited
1396,Premier Commerce University,1004,University,2009,15746,710937.625,76.48999786,NAAC B
1397,Indian Technology College,1021,College,2012,5832,112653.8906,50.08000183,NAAC B
1398,National Engineering Institute,1010,Institute,1978,6476,263637.9375,65.73000336,Not Accredited
1399,National Medical College,1026,College,1974,3807,137559.9844,49.84999847,NAAC B+
1400,National Management Institute,1020,Institute,2014,4532,92346.28906,41.25999832,AICTE Approved
1401,Premier Arts & Science University,1013,University,1975,10684,137159.1875,68.36000061,AICTE Approved
1402,National Technology University,1020,University,1974,1923,60034.69922,49.02000046,NAAC B
1403,Indian Medical College,1024,College,1976,4750,174780.6563,51.11000061,NBA Accredited
1404,State Technology Institute,1013,Institute,1962,10019,307400.3125,62.50999832,NBA Accredited
1405,Government Management University,1002,University,1954,10072,354229.125,91.88999939,NAAC B+
1406,Indian Engineering University,1011,University,1964,10723,114245.4688,81.68000031,NAAC A
1407,Advanced Technology College,1030,College,2000,4452,381982.7813,83.87999725,NAAC A
1408,Advanced Management University,1010,University,2016,4123,299244.4688,67.41999817,NAAC B+
1409,Premier Management University,1018,University,1964,2877,132030.4219,81.45999908,NBA Accredited
1410,State Commerce University,1012,University,1964,6406,386729.6875,68.51000214,NAAC A
1411,Modern Medical University,1004,University,1983,21098,388396.625,74.69000244,NAAC B+
1412,State Management Institute,1012,Institute,1994,7620,367112.9063,81.80999756,NAAC B
1413,Modern Medical University,1016,University,2014,5847,256498.3125,68.12000275,NAAC B
1414,Advanced Commerce College,1006,College,1961,10097,766920.75,77.01999664,NBA Accredited
1415,Central Medical Institute,1029,Institute,2011,24583,617713,94.59999847,NAAC B+
1416,Government Law University,1004,University,1979,5254,285012.875,92.83999634,NAAC B
1417,Indian Engineering College,1029,College,1997,24405,236210.7344,77.33000183,UGC Recognized
1418,National Commerce College,1017,College,1976,9924,110895.1016,78.33000183,UGC Recognized
1419,Central Law College,1027,College,2017,781,231148.9844,57.72999954,NBA Accredited
1420,State Law College,1030,College,1967,9312,329321.9063,71.91999817,Not Accredited
1421,Advanced Management College,1011,College,1987,5085,126145,56.68000031,NAAC B
1422,Modern Arts & Science College,1005,College,2008,5553,608417.1875,84.30000305,NBA Accredited
1423,Government Law Institute,1006,Institute,1971,17515,345148.625,71.27999878,UGC Recognized
1424,State Commerce Institute,1017,Institute,1964,2576,105589.4063,62.97000122,UGC Recognized
1425,Advanced Commerce University,1013,University,1969,6414,115032.5703,80.75,NAAC A
1426,National Law Institute,1025,Institute,1996,4070,218994.1875,NULL,UGC Recognized
1427,Modern Management University,1025,University,2003,3582,102777.8516,40.61000061,NBA Accredited
1428,Modern Arts & Science University,1022,University,1976,4726,52191.5,42.13999939,NBA Accredited
1429,Advanced Management Institute,1002,Institute,1999,19977,502524.0938,81.52999878,NBA Accredited
1430,Premier Medical University,1014,University,1969,5353,302013,74.06999969,NAAC B
1431,Central Medical Institute,1025,Institute,2009,4003,248704.2344,53.38000107,NAAC B
1432,Premier Law Institute,1014,Institute,1967,8686,396874.5938,81.25,NAAC B
1433,Central Management University,1029,University,1960,14394,234235.7969,76.69000244,Not Accredited
1434,Government Management College,1020,College,1974,5032,61218.48047,63.47000122,NAAC B
1435,Premier Arts & Science Institute,1007,Institute,2008,20906,486248.3125,86.88999939,NAAC B
1436,Central Engineering University,1011,University,1973,2030,302419.8438,65.61000061,AICTE Approved
1437,Central Medical College,1014,College,2012,10219,118336.9766,55.77999878,NAAC B
1438,Indian Technology University,1009,University,1985,2519,271832.0938,76.69999695,NBA Accredited
1439,Modern Arts & Science College,1028,College,1990,5575,94996.60156,50.84000015,NAAC A+
1440,State Technology University,1029,University,1992,5366,439617.625,87.26999664,NBA Accredited
1441,State Engineering University,1002,University,1985,24739,308187.4375,77.48999786,Not Accredited
1442,Premier Technology University,1022,University,1981,2454,105842.4766,41.02000046,NAAC B
1443,Central Commerce College,1015,College,2000,3957,195620.0938,65.12000275,NAAC B
1444,Central Management Institute,1026,Institute,1998,5250,246189.9688,56.59999847,NAAC A
1445,Modern Commerce Institute,1012,Institute,1993,2506,137834.9844,84.43000031,NAAC B+
1446,Indian Commerce Institute,1026,Institute,2014,1344,243848.5469,60.36000061,NAAC B
1447,Advanced Law College,1030,College,1966,4382,322151.6563,83.86000061,NBA Accredited
1448,National Management University,1028,University,2001,2850,53372.62891,64.08999634,NAAC A
1449,Premier Engineering College,1025,College,2000,3048,109487.6797,42.22000122,NAAC B
1450,National Technology University,1023,University,2016,3774,84800.04688,55.97999954,UGC Recognized
1451,State Technology University,1002,University,1985,13497,259963.4531,86.12999725,AICTE Approved
1452,Modern Medical University,1015,University,1991,3853,184217.7969,79.37999725,NAAC A+
1453,Indian Arts & Science College,1004,College,1959,17540,244743.4375,85.41999817,NBA Accredited
1454,State Engineering Institute,1007,Institute,1982,18719,723516.3125,90.37000275,NAAC A
1455,Regional Management University,1007,University,1963,11530,635830.8125,73.20999908,NAAC A
1456,Modern Engineering Institute,1002,Institute,2015,17730,760327.0625,76.72000122,NAAC A
1457,Government Arts & Science University,1009,University,1971,4661,293365.375,74.41000366,NAAC B
1458,Modern Medical College,1016,College,1970,7353,391605.125,66.69000244,NAAC B
1459,Central Law Institute,1003,Institute,1971,11787,399601.75,73.12999725,NAAC B
1460,Premier Law University,1018,University,2009,9940,227700.375,67.38999939,NAAC A+
1461,Modern Management College,1004,College,1971,16631,625911.375,88.58999634,NAAC B
1462,Regional Management Institute,1027,Institute,1997,3265,197630.1719,37.43000031,AICTE Approved
1463,State Medical College,1029,College,2010,12857,531929.5625,83.27999878,NAAC A+
1464,National Commerce College,1011,College,2016,6099,351010.9375,80,AICTE Approved
1465,Modern Technology University,1008,University,1973,11065,237678.0938,58.34999847,NAAC B
1466,Government Technology College,1007,College,1950,21789,755951.25,73.80000305,NAAC A+
1467,Modern Management College,1014,College,1993,2379,379962.4375,83.91999817,NBA Accredited
1468,State Arts & Science Institute,1004,Institute,1961,16818,490756.6875,80.26000214,NBA Accredited
1469,National Management University,1011,University,1994,5525,325291.2188,78.31999969,NBA Accredited
1470,Indian Commerce Institute,1009,Institute,1981,9047,377984.125,67.52999878,NAAC B+
1471,Modern Management Institute,1020,Institute,1981,2215,191868.2813,52.27999878,AICTE Approved
1472,Premier Engineering University,1012,University,2007,10931,385396.4375,75.88999939,NAAC B
1473,Premier Commerce Institute,1018,Institute,1979,11469,199755.5156,69.37999725,AICTE Approved
1474,State Engineering College,1010,College,1983,7561,345765.4688,56.09999847,NBA Accredited
1475,Advanced Technology College,1024,College,1972,5419,239775.375,52.95000076,NAAC B+
1476,Regional Medical College,1019,College,2003,1083,156103.875,50.22999954,UGC Recognized
1477,Central Management University,1008,University,1974,10055,241219.5938,71.19000244,Not Accredited
1478,Central Commerce Institute,1015,Institute,1998,2356,395389.0938,77.61000061,AICTE Approved
1479,Premier Engineering College,1025,College,2003,5520,196315.1563,62,NAAC B+
1480,National Law University,1026,University,2003,3976,203778.1875,40.40000153,NAAC B
1481,National Management Institute,1023,Institute,2014,4173,94416.17188,61.00999832,NAAC B
1482,Premier Engineering University,1009,University,1962,10718,322876.5313,58.20000076,NAAC B+
