payment_id,loan_id,payment_date,payment_amount,payment_method,payment_status,late_fee,principal_component,interest_component,outstanding_balance
728,4385,17-10-2022,7326.589844,Debit Card,Success,0,4364.080078,2962.51001,264954.8125
729,4385,13-11-2022,7543.430176,Credit Card,Success,0,4628.919922,2914.5,260325.875
730,4385,13-12-2022,7362.689941,Net Banking,Pending,0,0,0,260325.875
731,4385,12-01-2023,7219.069824,Credit Card,Success,0,4355.47998,2863.580078,255970.4063
732,4385,10-02-2023,7458.919922,Net Banking,Success,0,4643.25,2815.669922,251327.1563
733,4385,13-03-2023,7370.060059,UPI,Success,256.1199951,4605.470215,2764.600098,246721.6875
734,4385,12-04-2023,7496.810059,Cheque,Success,0,4782.870117,2713.939941,241938.8125
735,4385,07-05-2023,7178.560059,UPI,Success,0,4517.22998,2661.330078,237421.5938
736,4385,15-06-2023,7523.689941,NEFT,Success,0,4912.049805,2611.639893,232509.5469
737,4385,12-07-2023,7431.120117,Net Banking,Success,0,4873.52002,2557.600098,227636.0156
738,4385,11-08-2023,7543.77002,Net Banking,Success,0,5039.77002,2504,222596.25
739,4385,12-09-2023,7506.850098,Credit Card,Success,0,5058.290039,2448.560059,217537.9531
740,4385,14-10-2023,7355.22998,UPI,Success,0,4962.310059,2392.919922,212575.6563
741,4385,05-11-2023,7269.700195,UPI,Success,0,4931.370117,2338.330078,207644.2969
742,4385,11-12-2023,7558,UPI,Success,0,5273.910156,2284.090088,202370.375
743,4385,09-01-2024,7285.779785,UPI,Success,0,5059.709961,2226.070068,197310.6563
744,4385,07-02-2024,7400.100098,Credit Card,Success,0,5229.689941,2170.419922,192080.9844
745,4385,11-03-2024,7297.970215,UPI,Success,0,5185.080078,2112.889893,186895.8906
746,4385,10-04-2024,3852.540039,UPI,Pending,0,0,0,186895.8906
747,4385,06-05-2024,3136.070068,UPI,Success,0,1080.209961,2055.850098,185815.6875
748,4385,03-06-2024,7269.439941,UPI,Success,0,5225.470215,2043.969971,180590.2188
749,4385,08-07-2024,7191.709961,Debit Card,Success,0,5205.220215,1986.48999,175385
750,4385,02-08-2024,7361.720215,Net Banking,Success,0,5432.490234,1929.22998,169952.5156
751,4385,01-09-2024,7501.040039,Net Banking,Success,0,5631.569824,1869.47998,164320.9375
752,4385,02-10-2024,7551.669922,Cheque,Success,0,5744.140137,1807.530029,158576.7969
753,4385,29-10-2024,7271.720215,UPI,Success,0,5527.370117,1744.339966,153049.4375
754,4385,05-12-2024,7309.810059,Debit Card,Success,0,5626.259766,1683.540039,147423.1719
755,4385,31-12-2024,7202.810059,UPI,Success,0,5581.160156,1621.650024,141842.0156
756,923,17-09-2021,14892.69043,Credit Card,Failed,0,0,0,440677.875
757,923,22-10-2021,14732.86035,UPI,Success,0,9951.509766,4781.359863,430726.375
758,923,17-11-2021,14807.67969,Credit Card,Success,0,10134.2998,4673.379883,420592.0938
759,923,22-12-2021,14763.21973,UPI,Success,0,10199.7998,4563.419922,410392.2813
760,923,21-01-2022,14686.78027,Cheque,Success,0,10234.01953,4452.759766,400158.25
761,2516,18-01-2024,7272.180176,NEFT,Success,0,3107.800049,4164.370117,354093.4375
762,2516,17-02-2024,7425.759766,Net Banking,Success,0,3297.620117,4128.140137,350795.8438
763,2516,21-03-2024,7443.209961,UPI,Success,0,3353.51001,4089.689941,347442.3125
764,2516,16-04-2024,7328.220215,Debit Card,Success,0,3277.620117,4050.600098,344164.6875
765,2516,19-05-2024,7361.379883,Credit Card,Success,0,3348.98999,4012.389893,340815.7188
766,2516,17-06-2024,7312.060059,UPI,Success,0,3338.719971,3973.340088,337477
767,2516,15-07-2024,7385.450195,Cheque,Success,0,3451.030029,3934.419922,334025.9688
768,2516,14-08-2024,7379.47998,Net Banking,Success,0,3485.290039,3894.189941,330540.6563
769,2516,11-09-2024,7540.47998,Credit Card,Success,0,3686.929932,3853.550049,326853.75
770,2516,07-10-2024,5628.850098,UPI,Failed,0,0,0,326853.75
771,2516,06-11-2024,7251.529785,Net Banking,Success,0,3440.959961,3810.570068,323412.7813
772,2516,08-12-2024,7408.77002,UPI,Success,0,3638.320068,3770.449951,319774.4688
773,2516,14-01-2025,5435.600098,UPI,Success,0,1707.560059,3728.040039,318066.875
774,2516,12-02-2025,7405.549805,UPI,Success,0,3697.419922,3708.129883,314369.4688
775,2516,08-03-2025,7518.350098,Net Banking,Success,0,3853.320068,3665.02002,310516.1563
776,2516,05-04-2025,7306.02002,UPI,Success,0,3685.919922,3620.100098,306830.2188
777,2516,12-05-2025,7434.25,UPI,Failed,0,0,0,306830.2188
778,2516,07-06-2025,7525.470215,UPI,Success,0,3948.340088,3577.129883,302881.875
779,2516,11-07-2025,7174.75,UPI,Success,0,3643.649902,3531.100098,299238.25
780,3559,20-07-2023,4880.009766,Debit Card,Success,0,3131.590088,1748.420044,228447.8438
781,3559,17-08-2023,4728.399902,UPI,Success,0,3003.620117,1724.780029,225444.2344
782,3559,18-09-2023,4615.450195,Net Banking,Success,0,2913.350098,1702.099976,222530.875
783,3559,19-10-2023,4686.189941,UPI,Success,0,3006.090088,1680.109985,219524.7969
784,3559,19-11-2023,4954.080078,UPI,Success,0,3296.659912,1657.410034,216228.125
785,3559,10-12-2023,4667.740234,Credit Card,Success,0,3035.219971,1632.52002,213192.9063
786,3559,10-01-2024,4613.890137,Cheque,Success,0,3004.280029,1609.609985,210188.625
787,251,11-04-2024,3856.02002,UPI,Success,0,1541.97998,2314.030029,237223.3438
788,251,06-05-2024,3746.530029,UPI,Success,0,1447.439941,2299.090088,235775.9063
789,251,13-06-2024,3733.350098,Net Banking,Success,0,1448.290039,2285.060059,234327.625
790,251,05-07-2024,3999.550049,Net Banking,Success,0,1728.530029,2271.030029,232599.0938
791,1700,23-12-2023,5460.02002,UPI,Success,0,2397.280029,3062.73999,311729.875
792,1700,13-01-2024,5442,Debit Card,Pending,0,0,0,311729.875
793,1700,14-02-2024,5414.109863,Net Banking,Success,0,2374.75,3039.370117,309355.125
794,1700,15-03-2024,5490.490234,Net Banking,Success,614.9199829,2474.280029,3016.209961,306880.8438
795,1700,17-04-2024,5520.459961,UPI,Success,0,2528.379883,2992.090088,304352.4375
796,1700,20-05-2024,5479.839844,Net Banking,Success,0,2512.409912,2967.439941,301840.0625
797,1700,13-06-2024,5436.439941,Net Banking,Success,120.5400009,2493.5,2942.939941,299346.5625
798,1700,19-07-2024,5328.410156,UPI,Pending,0,0,0,299346.5625
799,1700,20-08-2024,5327.600098,UPI,Success,0,2408.97998,2918.629883,296937.5938
800,1700,15-09-2024,2407.580078,Credit Card,Success,0,0,2895.139893,296937.5938
801,1700,11-10-2024,5439.52002,Net Banking,Success,0,2544.379883,2895.139893,294393.1875
802,1700,11-11-2024,5685.47998,NEFT,Success,0,2815.149902,2870.330078,291578.0625
803,1700,09-12-2024,5365.390137,UPI,Success,0,2522.51001,2842.889893,289055.5313
804,1700,16-01-2025,5669.490234,UPI,Failed,0,0,0,289055.5313
805,1700,14-02-2025,5461.279785,UPI,Success,0,2642.98999,2818.290039,286412.5625
806,3181,11-06-2022,6340.950195,UPI,Success,0,3438.389893,2902.560059,268040.375
807,3181,06-07-2022,5975.910156,Net Banking,Success,0,3110.120117,2865.800049,264930.2813
808,3181,12-08-2022,6098.390137,NEFT,Success,0,3265.850098,2832.550049,261664.4219
809,3181,14-09-2022,6271.350098,Net Banking,Success,0,3473.719971,2797.629883,258190.7031
810,3181,12-10-2022,6037.22998,UPI,Success,0,3276.73999,2760.48999,254913.9531
811,3181,13-11-2022,6178.069824,Net Banking,Success,0,3452.620117,2725.459961,251461.3438
812,3181,04-12-2022,6011.790039,Debit Card,Success,0,3323.25,2688.540039,248138.0938
813,3181,09-01-2023,6152.02002,Net Banking,Pending,0,0,0,248138.0938
814,3181,10-02-2023,6058.609863,UPI,Success,0,3405.600098,2653.01001,244732.4844
815,3181,03-03-2023,6255.069824,RTGS,Success,0,3638.469971,2616.600098,241094.0156
816,3181,09-04-2023,6150.680176,Net Banking,Success,0,3572.97998,2577.699951,237521.0469
817,3181,04-05-2023,6068.02002,Net Banking,Success,0,3528.52002,2539.5,233992.5156
818,3181,04-06-2023,6046.839844,UPI,Success,0,3545.070068,2501.77002,230447.4375
819,3181,06-07-2023,6033.310059,Net Banking,Success,0,3569.449951,2463.870117,226878
820,4936,09-08-2023,5587.669922,Net Banking,Success,0,2715.649902,2872.02002,243633.8438
821,4936,08-09-2023,5794.740234,Cheque,Success,900.3200073,2954.379883,2840.360107,240679.4844
822,4936,16-10-2023,5765.620117,UPI,Success,0,2959.699951,2805.919922,237719.7813
823,4936,06-11-2023,5616.5,Net Banking,Success,0,2845.090088,2771.419922,234874.6875
824,4936,06-12-2023,5646.850098,UPI,Success,0,2908.600098,2738.25,231966.0938
825,4936,09-01-2024,5533.299805,Credit Card,Success,0,2828.959961,2704.340088,229137.125
826,4936,13-02-2024,5866.740234,Cheque,Success,0,3195.389893,2671.360107,225941.75
827,4936,11-03-2024,5596.27002,Net Banking,Success,0,2962.159912,2634.100098,222979.5938
828,4936,04-04-2024,5587.819824,Debit Card,Success,0,2988.25,2599.570068,219991.3438
829,4936,05-05-2024,5638.810059,Net Banking,Success,0,3074.080078,2564.72998,216917.2656
830,4936,09-06-2024,5897.319824,UPI,Success,0,3368.429932,2528.889893,213548.8281
831,4936,11-07-2024,5784.930176,UPI,Success,0,3295.310059,2489.620117,210253.5156
832,4936,10-08-2024,5847.930176,NEFT,Success,0,3396.719971,2451.209961,206856.7969
833,4936,02-09-2024,5569.890137,Cheque,Success,0,3158.290039,2411.610107,203698.5156
834,4936,09-10-2024,5799.930176,Net Banking,Success,0,3425.139893,2374.790039,200273.375
835,4936,10-11-2024,5718.290039,Debit Card,Failed,0,0,0,200273.375
836,4936,04-12-2024,5597.410156,UPI,Success,0,3262.550049,2334.850098,197010.8125
837,4936,02-01-2025,3770.219971,UPI,Success,0,1473.400024,2296.820068,195537.4219
838,4936,04-02-2025,5890.75,UPI,Success,0,3611.110107,2279.639893,191926.2969
839,4936,05-03-2025,5728.310059,UPI,Success,0,3490.77002,2237.540039,188435.5313
840,4936,09-04-2025,5686.660156,UPI,Success,0,3489.810059,2196.840088,184945.7188
841,4936,05-05-2025,5748.720215,UPI,Success,0,3592.560059,2156.159912,181353.1563
842,4936,02-06-2025,5727.109863,Debit Card,Success,0,3612.830078,2114.280029,177740.3125
843,4936,08-07-2025,5541.569824,NEFT,Success,0,3469.409912,2072.159912,174270.9063
844,748,18-12-2024,5323.490234,RTGS,Pending,0,0,0,301083.9688
845,748,08-01-2025,5589.240234,Net Banking,Success,0,2452.949951,3136.290039,298631
846,748,14-02-2025,5518.220215,Net Banking,Success,0,2407.47998,3110.73999,296223.5313
847,748,14-03-2025,5536.850098,Net Banking,Success,0,2451.189941,3085.659912,293772.3438
848,748,16-04-2025,5238.740234,Credit Card,Success,0,2178.610107,3060.129883,291593.7188
849,3810,28-05-2025,7495.390137,Net Banking,Success,0,3332.870117,4162.529785,294522.2813
850,3810,29-06-2025,7201.069824,Net Banking,Success,0,3085.120117,4115.950195,291437.1563
851,4480,13-10-2024,6587.5,Net Banking,Success,0,2483.26001,4104.240234,312017.875
852,4480,17-11-2024,6913.22998,UPI,Success,0,2841.399902,4071.830078,309176.4688
853,4480,14-12-2024,6730.97998,UPI,Success,0,2696.22998,4034.75,306480.25
854,4480,17-01-2025,6807.870117,Debit Card,Success,0,2808.300049,3999.570068,303671.9375
855,4480,11-02-2025,6911.689941,NEFT,Success,0,2948.77002,3962.919922,300723.1563
856,4480,15-03-2025,6936.419922,UPI,Success,0,3011.97998,3924.439941,297711.1875
857,4480,10-04-2025,6773.140137,Debit Card,Success,0,2888.01001,3885.129883,294823.1875
858,4480,16-05-2025,6750.799805,Credit Card,Success,0,2903.360107,3847.439941,291919.8438
859,4261,25-09-2024,6897.569824,Net Banking,Success,171.3399963,4429.120117,2468.449951,261472.0938
860,4261,01-11-2024,6867.540039,Cheque,Success,0,4440.209961,2427.330078,257031.9063
861,4261,26-11-2024,7085.200195,Net Banking,Success,0,4699.089844,2386.110107,252332.8125
862,4261,30-12-2024,6906.930176,RTGS,Success,0,4564.439941,2342.48999,247768.375
863,4261,30-01-2025,6698.109863,Net Banking,Success,0,4398,2300.120117,243370.375
864,4261,27-02-2025,6893.589844,UPI,Success,0,4634.310059,2259.290039,238736.0625
865,4261,02-04-2025,6844.310059,UPI,Success,0,4628.040039,2216.27002,234108.0156
866,4261,27-04-2025,6850.959961,UPI,Success,0,4677.660156,2173.300049,229430.375
867,4261,01-06-2025,6733.200195,Debit Card,Success,304.0799866,4603.319824,2129.879883,224827.0469
868,4261,28-06-2025,6797.5,UPI,Success,0,4710.359863,2087.139893,220116.6875
869,1135,09-12-2023,7329.879883,Net Banking,Success,0,1789.069946,5540.810059,436220
870,1135,02-01-2024,12140.74023,Credit Card,Success,340.5599976,6622.560059,5518.180176,429597.4688
871,1135,08-02-2024,12293.23047,UPI,Success,0,6858.830078,5434.410156,422738.625
872,1135,06-03-2024,12297.24023,Debit Card,Success,0,6949.589844,5347.640137,415789.0313
873,1135,08-04-2024,12412.7002,UPI,Success,0,7152.970215,5259.72998,408636.0625
874,1135,05-05-2024,12250.7002,Net Banking,Success,0,7081.450195,5169.25,401554.625
875,3262,25-12-2023,8373.019531,Cheque,Success,0,4400.52002,3972.5,372139.4063
876,3262,26-01-2024,8320.070313,Net Banking,Success,0,4394,3926.070068,367745.4063
877,3262,27-02-2024,8569.219727,Credit Card,Success,0,4689.509766,3879.709961,363055.9063
878,3262,25-03-2024,8361.360352,UPI,Pending,0,0,0,363055.9063
879,3262,02-05-2024,8323.269531,Credit Card,Success,0,4493.029785,3830.23999,358562.875
880,3262,23-05-2024,8384.580078,Net Banking,Success,0,4601.740234,3782.840088,353961.125
881,3048,08-08-2022,14601.82031,Debit Card,Success,0,8920.879883,5680.939941,674157.75
882,3048,09-09-2022,14640.03027,Cheque,Success,0,9033.290039,5606.75,665124.4375
883,3048,01-10-2022,14691.88965,Debit Card,Success,0,9160.269531,5531.620117,655964.1875
884,3048,08-11-2022,14650.54004,Credit Card,Success,0,9195.099609,5455.439941,646769.0625
885,3048,05-12-2022,14428.46973,Net Banking,Success,0,9049.509766,5378.959961,637719.5625
886,3048,03-01-2023,14571.16992,Debit Card,Success,0,9267.459961,5303.700195,628452.125
887,3048,27-01-2023,14670.16992,UPI,Success,0,9443.540039,5226.629883,619008.5625
888,3048,28-02-2023,14621.83008,Cheque,Success,0,9473.740234,5148.089844,609534.8125
889,3048,31-03-2023,14540.16992,Net Banking,Success,0,9470.870117,5069.299805,600063.9375
890,3048,28-04-2023,14554.04004,Cheque,Success,969.5100098,9563.509766,4990.529785,590500.4375
891,3048,31-05-2023,14444.82031,NEFT,Success,0,9533.830078,4911,580966.625
892,3048,02-07-2023,14696.44043,Credit Card,Success,0,9864.730469,4831.709961,571101.875
893,3048,28-07-2023,14632.80957,NEFT,Success,0,9883.150391,4749.660156,561218.75
894,3048,02-09-2023,14666.7998,Cheque,Success,0,9999.330078,4667.470215,551219.4375
895,3048,04-10-2023,14528.53027,Cheque,Success,0,9944.219727,4584.310059,541275.1875
896,3048,29-10-2023,14322.80957,RTGS,Failed,0,0,0,541275.1875
897,3048,25-11-2023,14616.80957,UPI,Success,0,10115.20996,4501.609863,531160
898,3048,30-12-2023,14684.58984,UPI,Success,0,10267.11035,4417.47998,520892.875
899,3048,24-01-2024,14328.37988,UPI,Success,0,9996.290039,4332.089844,510896.5938
900,3048,02-03-2024,14636.00977,Cheque,Success,0,10387.05957,4248.959961,500509.5313
901,814,16-01-2025,5098.689941,UPI,Success,0,2082.419922,3016.27002,301823.6563
902,814,18-02-2025,5117.390137,Net Banking,Success,0,2121.800049,2995.600098,299701.875
903,814,14-03-2025,5102.970215,RTGS,Success,0,2128.429932,2974.540039,297573.4375
904,814,14-04-2025,4821.390137,RTGS,Failed,0,0,0,297573.4375
905,814,19-05-2025,4993.879883,Credit Card,Success,915.7299805,2040.459961,2953.419922,295533
906,2841,01-08-2024,7034.160156,UPI,Success,0,4126.279785,2907.879883,316007.3125
907,2841,23-08-2024,6881.049805,UPI,Success,0,4010.649902,2870.399902,311996.6563
908,2841,28-09-2024,6978.370117,Net Banking,Success,0,4144.399902,2833.969971,307852.25
909,2841,29-10-2024,6783.600098,Debit Card,Success,0,3987.280029,2796.320068,303864.9688
910,2841,25-11-2024,6972.120117,UPI,Success,0,4212.009766,2760.110107,299652.9688
911,2841,29-12-2024,7006.02002,RTGS,Success,0,4284.169922,2721.850098,295368.8125
912,2841,19-01-2025,6802.609863,Debit Card,Success,87.79000092,4119.680176,2682.929932,291249.125
913,2841,19-02-2025,6942.109863,Debit Card,Success,0,4296.600098,2645.51001,286952.5313
914,2841,29-03-2025,6832.160156,NEFT,Pending,0,0,0,286952.5313
915,2841,20-04-2025,6977.080078,Credit Card,Success,289.8900146,4370.589844,2606.48999,282581.9375
916,4285,13-02-2024,6724.5,UPI,Success,0,4102.52002,2621.97998,239802.5625
917,4285,16-03-2024,6594.529785,Net Banking,Success,0,4016.649902,2577.879883,235785.9219
918,4285,16-04-2024,6674.589844,Credit Card,Pending,0,0,0,235785.9219
919,4285,20-05-2024,6709.410156,UPI,Success,0,4174.709961,2534.699951,231611.2031
920,4285,12-06-2024,6615.629883,Net Banking,Success,0,4125.810059,2489.820068,227485.4063
921,4285,21-07-2024,6517.52002,Net Banking,Success,0,4072.050049,2445.469971,223413.3438
922,4285,18-08-2024,6711.600098,UPI,Success,0,4309.910156,2401.689941,219103.4375
923,4285,14-09-2024,6510.620117,Credit Card,Success,0,4155.259766,2355.360107,214948.1875
924,4285,11-10-2024,6550.029785,Debit Card,Success,0,4239.339844,2310.689941,210708.8438
925,4285,13-11-2024,6658.620117,Debit Card,Success,0,4393.5,2265.120117,206315.3438
926,4285,18-12-2024,6519.060059,UPI,Success,484.7999878,4301.169922,2217.889893,202014.1875
927,1784,04-11-2023,13256.25977,UPI,Success,0,6825.200195,6431.060059,572549.8125
928,1784,06-12-2023,13223.13965,Debit Card,Success,0,6867.839844,6355.299805,565682
929,1784,30-12-2023,13321.91992,Credit Card,Success,0,7042.850098,6279.069824,558639.125
930,1784,29-01-2024,13420.55957,UPI,Success,0,7219.660156,6200.890137,551419.4375
931,1784,02-03-2024,13201.05957,UPI,Success,0,7080.299805,6120.759766,544339.1875
932,1784,30-03-2024,13142.66992,Net Banking,Success,0,7100.509766,6042.160156,537238.625
933,1784,25-04-2024,13101.38965,Net Banking,Success,0,7138.040039,5963.350098,530100.625
934,1784,29-05-2024,13338.5,Net Banking,Success,0,7454.390137,5884.120117,522646.2188
935,1784,27-06-2024,13213.38965,Net Banking,Failed,0,0,0,522646.2188
936,1784,30-07-2024,13305.19043,UPI,Success,0,7503.819824,5801.370117,515142.4063
937,1784,26-08-2024,13473.83008,Net Banking,Pending,0,0,0,515142.4063
938,863,29-01-2024,10870.12988,UPI,Success,0,5605.330078,5264.810059,479630.375
939,863,07-03-2024,11206.87988,Credit Card,Success,0,6002.890137,5203.990234,473627.4688
940,863,02-04-2024,10863.40039,RTGS,Success,0,5724.540039,5138.859863,467902.9375
941,863,04-05-2024,10891.61035,Credit Card,Success,0,5814.859863,5076.75,462088.0938
942,863,30-05-2024,11062.37012,UPI,Success,0,6048.709961,5013.660156,456039.375
943,1595,19-05-2025,10113.54004,Credit Card,Success,813.5700073,6975.589844,3137.949951,403214.3438
944,1595,17-06-2025,10108.76953,UPI,Success,0,7024.180176,3084.590088,396190.1563
945,1595,20-07-2025,5639.75,Credit Card,Success,0,2608.889893,3030.850098,393581.2813
946,3975,06-09-2022,9472.929688,Net Banking,Success,0,5438.160156,4034.77002,336974.75
947,3975,07-10-2022,9486.099609,Net Banking,Success,0,5515.410156,3970.689941,331459.3125
948,3975,03-11-2022,9457.209961,RTGS,Success,0,5551.509766,3905.699951,325907.8125
949,3975,04-12-2022,9204.269531,UPI,Success,0,5363.990234,3840.280029,320543.8125
950,3975,30-12-2022,9220.719727,UPI,Success,0,5443.649902,3777.070068,315100.1875
951,3975,06-02-2023,9438.120117,UPI,Success,0,5725.189941,3712.929932,309374.9688
952,3975,09-03-2023,9254.179688,NEFT,Success,911.7000122,5608.709961,3645.469971,303766.2813
953,79,09-04-2023,5256.759766,Credit Card,Success,0,2999.560059,2257.199951,241241.7969
954,79,07-05-2023,5487.490234,Debit Card,Success,0,3258.02002,2229.47998,237983.7813
955,79,09-06-2023,5331.819824,UPI,Success,0,3132.449951,2199.370117,234851.3281
956,79,03-07-2023,5258.959961,UPI,Success,0,3088.540039,2170.419922,231762.7969
957,943,28-02-2023,15033.65039,UPI,Success,0,11357.33008,3676.320068,463006.8125
958,943,29-03-2023,15145.25977,UPI,Success,0,11556.95996,3588.300049,451449.8438
959,943,22-04-2023,15280.17969,UPI,Success,0,11781.44043,3498.73999,439668.4063
960,943,25-05-2023,14997.53027,Credit Card,Success,0,11590.09961,3407.429932,428078.3125
961,943,29-06-2023,14987.99023,Net Banking,Pending,0,0,0,428078.3125
962,4796,24-12-2022,6213.169922,Debit Card,Success,0,2404.75,3808.409912,390890.9375
963,4796,21-01-2023,6150.359863,Net Banking,Success,0,2365.23999,3785.129883,388525.7188
964,4796,18-02-2023,6181.47998,Cheque,Success,0,2419.26001,3762.219971,386106.4375
965,4796,19-03-2023,6307.490234,Cheque,Success,0,2568.699951,3738.800049,383537.75
966,4796,24-04-2023,6111.470215,Credit Card,Success,0,2397.550049,3713.919922,381140.2188
967,4796,23-05-2023,6192.680176,Net Banking,Success,0,2501.969971,3690.709961,378638.25
968,4796,20-06-2023,6383.549805,Cheque,Success,0,2717.070068,3666.47998,375921.1563
969,4796,25-07-2023,6431.189941,NEFT,Success,0,2791.02002,3640.169922,373130.125
970,4796,16-08-2023,6389.740234,UPI,Success,0,2776.600098,3613.139893,370353.5625
971,4796,22-09-2023,6478.299805,NEFT,Success,0,2892.050049,3586.26001,367461.5
972,4796,14-10-2023,4117.290039,UPI,Success,0,559.039978,3558.25,366902.4688
973,4796,15-11-2023,6315.790039,Net Banking,Success,0,2762.949951,3552.840088,364139.5
974,4796,19-12-2023,6385.069824,RTGS,Success,0,2858.97998,3526.080078,361280.5313
975,4796,14-01-2024,6216.339844,NEFT,Success,585.4899902,2717.939941,3498.399902,358562.5938
976,4796,16-02-2024,6446.029785,Credit Card,Success,0,2973.949951,3472.080078,355588.625
977,4796,18-03-2024,6438.580078,UPI,Success,0,2995.300049,3443.280029,352593.3438
978,4796,12-04-2024,6149.149902,Net Banking,Success,568.9299927,2734.879883,3414.280029,349858.4688
979,4796,10-05-2024,6281.839844,Debit Card,Pending,0,0,0,349858.4688
980,4796,12-06-2024,6336.120117,UPI,Success,0,2948.320068,3387.800049,346910.125
981,4796,16-07-2024,6163.27002,Cheque,Success,0,2804.02002,3359.25,344106.125
982,4796,18-08-2024,6437.399902,UPI,Success,0,3105.310059,3332.090088,341000.8125
983,4796,09-09-2024,6233.120117,Credit Card,Success,0,2931.090088,3302.02002,338069.7188
984,4383,20-09-2022,5225.049805,Net Banking,Success,0,1779.209961,3445.840088,309123.9063
985,4383,13-10-2022,5209.609863,Cheque,Success,0,1783.48999,3426.120117,307340.4375
986,4383,14-11-2022,5384.399902,Debit Card,Pending,0,0,0,307340.4375
987,4383,18-12-2022,5336.970215,Debit Card,Success,0,1930.619995,3406.360107,305409.8125
988,4383,11-01-2023,5465.990234,RTGS,Success,703.8800049,2081.030029,3384.959961,303328.7813
989,4383,11-02-2023,5374.859863,Net Banking,Success,0,2012.969971,3361.889893,301315.8125
990,4383,11-03-2023,5451.109863,UPI,Success,0,2111.530029,3339.580078,299204.2813
991,4383,10-04-2023,5303.939941,Cheque,Success,0,1987.76001,3316.179932,297216.5313
992,4383,10-05-2023,5462.299805,UPI,Success,245.9600067,2168.149902,3294.149902,295048.375
993,4383,08-06-2023,5398.77002,Net Banking,Success,0,2128.649902,3270.120117,292919.7188
994,4383,12-07-2023,5339.910156,Cheque,Success,115.7300034,2093.379883,3246.530029,290826.3438
995,4383,08-08-2023,5133.72998,Debit Card,Success,0,1910.410034,3223.330078,288915.9375
996,4383,06-09-2023,5350.950195,Cheque,Success,0,2148.800049,3202.149902,286767.125
997,4383,14-10-2023,5296.509766,UPI,Success,0,2118.179932,3178.340088,284648.9688
998,4383,10-11-2023,5310.959961,UPI,Success,0,2156.100098,3154.860107,282492.875
999,4383,07-12-2023,5437.52002,Credit Card,Success,0,2306.560059,3130.959961,280186.3125
1000,4383,05-01-2024,5411.529785,UPI,Success,710.7000122,2306.129883,3105.399902,277880.1563
1001,4383,07-02-2024,5460.379883,Net Banking,Success,0,2380.540039,3079.840088,275499.625
1002,4383,05-03-2024,5088.129883,UPI,Success,0,2034.670044,3053.449951,273464.9688
1003,1609,13-08-2022,9841.200195,NEFT,Success,0,4394.720215,5446.490234,483714.6875
1004,1609,16-09-2022,9757.839844,Net Banking,Success,0,4360.390137,5397.450195,479354.3125
1005,1609,19-10-2022,9804.360352,Net Banking,Success,0,4455.560059,5348.799805,474898.75
1006,1609,18-11-2022,9723.839844,UPI,Success,910.3900146,4424.759766,5299.080078,470474
1007,3848,22-10-2023,7271.600098,Net Banking,Success,0,3709.629883,3561.969971,322080.3125
1008,3848,18-11-2023,7505.100098,Credit Card,Pending,0,0,0,322080.3125
1009,3848,23-12-2023,7515.580078,Debit Card,Success,0,3994.169922,3521.409912,318086.125
1010,3848,17-01-2024,7297.600098,Cheque,Success,0,3819.860107,3477.73999,314266.2813
1011,3848,19-02-2024,7624.629883,Debit Card,Success,0,4188.660156,3435.97998,310077.625
1012,3848,26-03-2024,7271.100098,Credit Card,Pending,0,0,0,310077.625
1013,3848,17-04-2024,7272.509766,Cheque,Success,0,3882.330078,3390.179932,306195.2813
1014,3848,24-05-2024,7270.649902,Net Banking,Success,0,3922.919922,3347.73999,302272.375
1015,3848,17-06-2024,7330.930176,Net Banking,Success,0,4026.090088,3304.840088,298246.2813
1016,3848,15-07-2024,7344.459961,Net Banking,Success,0,4083.639893,3260.830078,294162.625
1017,3848,19-08-2024,7476.640137,Credit Card,Failed,0,0,0,294162.625
1018,3848,15-09-2024,7588.330078,Debit Card,Success,0,4372.149902,3216.179932,289790.5
1019,3848,18-10-2024,7335.689941,Cheque,Success,0,4167.310059,3168.379883,285623.1875
1020,714,23-11-2024,3773.350098,Debit Card,Success,0,55.29000092,3718.060059,397598.6875
1021,714,23-12-2024,6371.430176,Net Banking,Success,591.4500122,2653.889893,3717.550049,394944.8125
1022,714,20-01-2025,6349.509766,Debit Card,Success,0,2656.780029,3692.72998,392288.0313
1023,714,19-02-2025,6198.919922,Net Banking,Success,266.9899902,2531.030029,3667.889893,389757
1024,714,22-03-2025,6333.22998,Credit Card,Success,0,2689,3644.22998,387068
1025,964,20-04-2025,4460.649902,UPI,Success,0,2172.030029,2288.620117,213735.6875
1026,964,20-05-2025,4410.939941,Net Banking,Success,0,2145.340088,2265.600098,211590.3438
1027,964,22-06-2025,4438.850098,Cheque,Pending,0,0,0,211590.3438
1028,964,17-07-2025,3438.149902,Net Banking,Success,0,1195.290039,2242.860107,210395.0625
1029,2780,03-08-2024,6151.430176,Cheque,Pending,0,0,0,311549.375
1030,2780,06-09-2024,6189.879883,Net Banking,Success,0,2827.73999,3362.139893,308721.625
1031,2780,28-09-2024,6423.009766,UPI,Success,0,3091.389893,3331.620117,305630.25
1032,2780,31-10-2024,6378.25,Net Banking,Failed,0,0,0,305630.25
1033,2780,30-11-2024,6058.709961,NEFT,Success,0,2760.449951,3298.26001,302869.7813
1034,2780,28-12-2024,6112.549805,Credit Card,Success,471.8900146,2844.080078,3268.469971,300025.7188
