default_id,customer_id,loan_id,default_date,default_amount,days_overdue,collection_status,last_contact_date,contact_attampts,legal_notice_sent,recovery_amount,collection_agent_id
735,497,4302,05-09-2024,234270.1875,321,Active,22-06-2025,15,1,90678.03906,7
736,2330,4303,09-06-2024,331162.875,409,Legal Action,23-06-2025,17,1,194886.9375,8
737,3009,4318,26-07-2024,202398.8438,362,Legal Action,20-06-2025,48,1,90521.92969,2
738,2258,4319,02-07-2023,776691.5,752,Settled,28-05-2025,38,1,449687.1563,7
739,4000,4324,16-12-2023,379272.2813,585,Legal Action,16-06-2025,30,1,159202.0469,9
740,2713,4335,30-07-2023,374724.4063,724,Legal Action,16-06-2025,32,1,237445.8281,4
741,4586,4341,06-06-2023,363861.625,778,Written Off,06-07-2025,64,1,70259.64063,5
742,3070,4347,20-05-2025,366310.75,64,Legal Action,30-06-2025,22,1,155952.75,10
743,4103,4354,06-12-2024,438078.5,229,Active,02-07-2025,8,0,62215.48828,2
744,2615,4363,12-08-2024,231512.7031,345,Settled,21-05-2025,24,0,208538.4688,1
745,2172,4364,18-05-2025,383591.1875,66,Legal Action,28-06-2025,35,1,73465.1875,7
746,521,4372,06-04-2023,295515.375,839,Settled,02-05-2025,11,0,142427.8594,9
747,4211,4378,04-03-2025,636440.1875,141,Active,21-06-2025,14,0,328248.3438,8
748,2937,4381,22-05-2025,287510.7813,62,Active,02-06-2025,10,0,146375.6094,6
749,1622,4383,05-09-2024,241229.2969,321,Settled,29-06-2025,22,1,190321.5938,6
750,2871,4391,08-11-2024,213298.8438,257,Legal Action,18-06-2025,34,1,103984.3906,6
751,4786,4392,01-01-2025,183949.4531,203,Active,26-06-2025,14,0,83664.95313,5
752,1123,4393,01-12-2024,210362.7188,234,Active,21-07-2025,10,1,89951.25781,3
753,1771,4396,16-12-2024,247501.5156,219,Active,04-05-2025,6,1,43118.19922,10
754,3072,4400,02-10-2024,533652.75,294,Settled,17-06-2025,26,0,496358.625,5
755,1932,4403,08-07-2025,178870.0625,30,Legal Action,30-06-2025,42,1,117130.8672,6
756,1399,4404,31-07-2024,258096.2656,357,Active,12-06-2025,6,0,146240.8594,1
757,3066,4405,10-08-2024,234668.5,347,Legal Action,11-05-2025,33,1,144953.6563,9
758,2607,4418,20-05-2025,97737.92188,64,Active,12-06-2025,26,0,23101.49023,7
759,1835,4421,30-06-2025,327677.6875,30,Legal Action,28-06-2025,33,1,235621.0156,4
760,839,4422,06-07-2025,211373.6875,30,Active,18-07-2025,14,0,24714.69922,2
761,136,4428,24-05-2024,492449.1563,425,Legal Action,03-05-2025,21,1,190900.9219,6
762,3026,4437,06-05-2023,198238.9844,809,Written Off,08-07-2025,62,1,4073.580078,5
763,24,4439,03-07-2025,517280.4688,30,Legal Action,23-06-2025,15,1,71532.77344,9
764,3033,4450,31-05-2025,363235.8438,53,Active,26-06-2025,26,0,58321.46094,7
765,2000,4451,29-11-2024,233008.4844,236,Active,10-06-2025,7,1,90394.8125,10
766,3397,4454,31-03-2025,188272.3125,114,Active,11-06-2025,6,0,2350.379883,8
767,2219,4462,03-03-2025,378248.875,142,Legal Action,16-05-2025,28,1,217077.9063,3
768,406,4466,03-08-2024,341054.125,354,Active,07-05-2025,5,1,46210.19141,2
769,4849,4467,28-05-2025,307056.3438,56,Active,09-06-2025,15,0,89128.97656,6
770,156,4472,05-12-2023,544049.5,596,Active,25-05-2025,27,1,191665.7656,1
771,3754,4475,06-12-2024,215105.2188,229,Active,11-05-2025,24,0,57362,3
772,2045,4480,13-03-2025,298267.9688,132,Legal Action,03-05-2025,24,1,87101.45313,2
773,3721,4482,28-07-2024,297789.125,360,Settled,01-07-2025,16,0,297789.125,5
774,4275,4483,20-06-2025,157645.375,33,Legal Action,20-07-2025,38,1,110716.7422,10
775,3716,4501,09-02-2025,266710.125,164,Legal Action,20-06-2025,38,1,182791.7969,4
776,223,4513,12-07-2025,226809.0938,30,Active,11-07-2025,25,0,39100.96094,7
777,4053,4514,01-09-2023,337625.8438,691,Active,22-05-2025,29,0,47258.66016,10
778,2311,4519,03-10-2022,346435.2188,1024,Settled,24-04-2025,21,1,327589.1563,1
779,637,4528,12-10-2024,153563.9063,284,Active,25-06-2025,16,1,88511.35156,7
780,3483,4531,06-07-2024,339572.75,382,Active,16-06-2025,18,0,130871.3281,3
781,3604,4534,26-04-2024,327550.8125,453,Written Off,01-06-2025,63,1,93297.60938,4
782,1062,4536,04-04-2024,398799.8438,475,Legal Action,09-07-2025,26,1,198193.7344,2
783,3998,4541,04-03-2024,306902.375,506,Legal Action,12-06-2025,24,1,149983.4063,8
784,4416,4544,04-12-2024,320012.1563,231,Legal Action,25-05-2025,46,1,101786.3281,3
785,4340,4547,14-05-2025,251090.8906,70,Active,23-05-2025,19,0,18832.94922,8
786,4730,4555,27-01-2025,99261.65625,177,Active,29-04-2025,24,0,34379.58984,6
787,2708,4578,05-06-2024,326842.0625,413,Legal Action,29-04-2025,24,1,188250.625,3
788,4212,4581,11-03-2025,401675.5625,134,Active,08-07-2025,12,0,144370.7656,2
789,1632,4585,08-06-2025,395583.1563,45,Active,01-07-2025,12,0,114889.4375,5
790,3695,4593,07-02-2025,270694.4063,166,Active,14-06-2025,7,0,43627.96875,9
791,1064,4602,05-05-2024,177525.8438,444,Active,16-07-2025,30,0,6848.129883,8
792,4442,4603,02-03-2024,147626.4375,508,Written Off,03-05-2025,57,1,34463.19141,4
793,4995,4605,13-01-2025,140862.7969,191,Legal Action,01-06-2025,41,1,83028.60156,4
794,1758,4612,03-05-2025,742514.0625,81,Active,07-05-2025,13,1,329739.5938,1
795,2640,4632,27-02-2023,281355.0625,877,Legal Action,07-06-2025,18,1,188182.4531,7
796,3496,4648,11-09-2022,291151.875,1046,Written Off,16-05-2025,38,1,19550.60938,7
797,51,4650,31-03-2024,244316.5938,479,Written Off,25-06-2025,68,1,15414.5,3
798,4501,4663,05-09-2024,554205.8125,321,Legal Action,28-05-2025,40,1,264870.375,1
799,2169,4670,20-02-2025,269908.875,153,Legal Action,11-07-2025,29,1,172874.375,1
800,3265,4674,15-08-2024,187884.8125,342,Settled,20-06-2025,36,0,129047.3906,5
801,3141,4676,16-01-2025,501077.4063,188,Active,14-05-2025,7,0,142307.6719,7
802,2852,4678,06-09-2022,286306.625,1051,Written Off,10-06-2025,59,1,85433.42969,1
803,2923,4682,12-06-2025,325976.9375,41,Active,01-07-2025,7,0,54732.46094,4
804,1534,4684,18-07-2025,85239.28125,30,Active,26-06-2025,20,0,33532.87891,5
805,3814,4688,26-09-2024,278874.9063,300,Settled,11-05-2025,40,1,121963.9766,5
806,298,4712,21-04-2025,543896.9375,93,Active,24-06-2025,13,1,130793.4063,2
807,1124,4713,01-07-2024,283816.25,387,Written Off,04-07-2025,67,1,76590.39063,10
808,2352,4724,10-12-2023,472431.7813,591,Settled,03-07-2025,28,0,454806.5,10
809,2681,4728,20-12-2021,351029.25,1311,Settled,26-06-2025,30,0,313352.9063,3
810,2409,4734,24-04-2025,475925.0938,90,Active,13-07-2025,27,0,123068.8906,10
811,2253,4736,15-01-2025,342110.9375,189,Legal Action,16-07-2025,49,1,225833.125,2
812,54,4737,09-12-2024,384139.5313,226,Active,27-05-2025,13,1,135253.3125,1
813,1989,4742,22-07-2025,745357.5,30,Active,17-07-2025,21,0,47079.76172,2
814,678,4748,18-06-2025,800321.9375,35,Legal Action,16-07-2025,34,1,285688.8125,2
815,4530,4752,16-06-2025,356178.2813,37,Active,21-06-2025,5,0,183112.5469,7
816,112,4758,07-06-2025,295398.625,46,Legal Action,20-06-2025,21,1,117885.2422,7
817,891,4764,13-01-2024,322412.8438,557,Legal Action,26-05-2025,41,1,205281.9063,3
818,919,4770,16-08-2024,693120.8125,341,Legal Action,11-07-2025,32,1,422703.7188,6
819,533,4773,05-07-2025,291807.7813,30,Active,07-07-2025,6,0,11439.34961,10
820,4513,4790,09-01-2025,455654.8125,195,Settled,10-05-2025,11,0,320615.1875,1
821,4610,4791,24-02-2024,151557.5313,515,Active,09-05-2025,24,1,893.3099976,4
822,3587,4800,20-07-2024,418817.875,368,Legal Action,15-06-2025,50,1,137659.6406,1
823,2437,4801,20-02-2023,444112.125,884,Written Off,14-07-2025,30,1,108782.5469,7
824,850,4804,20-01-2025,143113.9063,184,Settled,10-07-2025,28,0,86353.53125,7
825,2745,4809,25-03-2025,582219.125,120,Active,18-06-2025,9,1,234541.8125,1
826,2890,4821,21-12-2024,299497.875,214,Settled,10-07-2025,10,1,269807.2813,8
827,793,4822,23-06-2025,402471.8125,30,Legal Action,13-07-2025,48,1,187279.4063,3
828,2307,4837,06-10-2024,784551.25,290,Active,04-06-2025,13,0,135447.2344,1
829,947,4842,30-06-2025,282122,30,Active,04-07-2025,12,0,151444.375,6
830,3341,4844,17-07-2025,264771.75,30,Legal Action,14-07-2025,15,1,145019.5625,1
831,4154,4852,25-04-2023,851236.25,820,Legal Action,16-06-2025,36,1,205851.6563,7
832,1806,4855,29-08-2024,380072.5313,328,Active,06-05-2025,10,1,178645.9688,6
833,4522,4863,11-06-2025,284414.5,42,Legal Action,13-07-2025,30,1,64268.96094,5
834,2800,4867,16-05-2024,224056.7656,433,Legal Action,16-05-2025,38,1,133574.125,5
835,3214,4869,23-04-2024,259546.4063,456,Legal Action,27-06-2025,29,1,38626.67188,8
836,4960,4871,29-10-2024,469675.4375,267,Legal Action,06-06-2025,21,1,138856,8
837,2412,4877,03-07-2025,354303.625,30,Active,11-07-2025,24,0,151048.4531,9
838,2209,4881,02-08-2022,210544.0938,1086,Legal Action,20-07-2025,33,1,101772.7188,4
839,3147,4883,10-02-2025,426406.0313,163,Active,11-07-2025,29,0,221147.5469,7
840,1488,4899,09-07-2024,174011.7969,379,Settled,12-07-2025,22,0,93990.34375,3
841,4288,4900,14-01-2024,286636.125,556,Legal Action,09-06-2025,26,1,171846.5781,4
842,2181,4901,08-07-2025,710789.25,30,Active,14-07-2025,7,1,373796.75,4
843,3126,4909,26-09-2024,241789.6563,300,Settled,04-06-2025,20,1,192278.2344,7
844,1776,4911,19-10-2024,95992.42969,277,Active,17-07-2025,10,0,1446.430054,1
845,2476,4924,17-08-2024,136758.0625,340,Active,16-07-2025,22,1,72709.59375,1
846,3031,4926,23-01-2025,295649.9688,181,Legal Action,20-07-2025,34,1,204410.9375,7
847,3836,4928,13-11-2023,702496.6875,618,Active,19-06-2025,11,0,346878.5938,4
848,1541,4938,26-04-2024,164006.5781,453,Legal Action,16-06-2025,27,1,108611.4609,4
849,360,4940,17-04-2025,187419,97,Active,09-06-2025,16,0,54420.01953,1
850,3371,4946,12-11-2024,180112.4375,253,Legal Action,18-07-2025,35,1,66112.25781,8
851,4579,4949,16-06-2025,225628.2031,37,Legal Action,12-07-2025,40,1,126861.5625,7
852,4728,4954,29-04-2025,429381.1875,85,Legal Action,30-04-2025,35,1,72778.35938,2
853,2171,4959,03-09-2024,206151.3594,323,Active,25-05-2025,13,0,37991.98828,7
854,2986,4965,08-12-2022,524061.6563,958,Legal Action,20-06-2025,36,1,117334.1406,6
855,1370,4974,22-05-2025,90446.10156,62,Active,21-07-2025,10,0,41629.46875,2
856,1519,4976,30-04-2023,702474.4375,815,Legal Action,08-07-2025,28,1,473133.6875,6
857,2124,4977,05-04-2025,661847.8125,109,Legal Action,11-06-2025,36,1,322613.1563,4
858,3019,4982,03-04-2023,118317.2969,842,Written Off,27-04-2025,42,1,30500.65039,10
859,2688,4983,20-02-2024,257696.8125,519,Legal Action,28-05-2025,17,1,44360.55859,4
860,3974,4985,01-11-2023,385373.5313,630,Active,13-07-2025,12,0,98835.82031,2
861,167,4986,05-01-2025,319096.875,199,Legal Action,12-05-2025,48,1,87784.38281,7
862,4628,4997,07-04-2025,174205.3594,107,Legal Action,27-04-2025,24,1,114254.3984,8
863,361,4998,07-09-2024,314402.7813,319,Legal Action,10-06-2025,22,1,101303.1016,6
864,1553,1679,11-02-2023,209876.1563,893,Legal Action,11-06-2025,29,1,44543.98047,9
865,3772,3882,03-06-2025,201443.7031,50,Active,12-07-2025,25,0,28230.91016,4
866,754,2760,05-05-2025,443223.9063,79,Legal Action,13-07-2025,35,1,78313.13281,7
867,2293,2064,01-06-2024,254992.7969,417,Legal Action,29-05-2025,33,1,91126.47656,8
868,2821,1289,25-12-2022,347743.9688,941,Legal Action,19-06-2025,50,1,202834.1406,5
869,655,2568,01-04-2023,305721.0313,844,Written Off,01-07-2025,48,1,103093.3594,5
870,4401,54,30-04-2025,316168.2813,84,Active,09-06-2025,27,0,122069.0469,5
871,4787,3390,11-12-2024,282985.7813,224,Legal Action,24-04-2025,33,1,171138.1563,4
872,1268,1261,28-09-2024,310410.4375,298,Legal Action,01-05-2025,23,1,89218.96094,5
873,4326,801,02-01-2024,445248.4688,568,Legal Action,13-06-2025,47,1,135077.0313,8
874,1755,114,16-04-2023,748842.375,829,Written Off,18-05-2025,69,1,125476.0234,4
875,3700,3483,31-12-2023,335777.3438,570,Settled,03-06-2025,27,1,204974.4844,6
876,778,4730,24-03-2025,211548.6563,121,Legal Action,28-04-2025,49,1,72090.35938,2
877,2714,1624,01-03-2025,582979.25,144,Active,25-04-2025,26,0,27945.25977,7
878,2144,2417,17-06-2025,230254.9063,36,Active,27-06-2025,23,0,40882.42188,2
879,1204,1756,25-11-2024,186455.0625,240,Legal Action,20-06-2025,39,1,42144.12891,2
880,1187,1848,02-08-2024,659805.9375,355,Active,18-06-2025,16,1,312936.125,8
881,2633,2725,23-02-2025,120159.5234,150,Active,16-05-2025,26,0,51553.17969,6
882,2598,3821,09-06-2025,252056.6563,44,Active,18-07-2025,5,0,33746.23047,4
883,3923,2367,28-10-2024,475603.5625,268,Active,08-05-2025,5,0,99407.96875,9
884,4987,3868,10-04-2025,478637.375,104,Active,05-06-2025,7,0,181346.25,5
885,1750,4848,05-10-2024,186162.3594,291,Active,14-07-2025,15,0,70532.54688,1
886,4248,3518,05-04-2025,247409.9063,109,Active,28-06-2025,6,0,131974.2188,3
887,3441,4154,17-03-2025,162461.25,128,Active,27-06-2025,26,0,32976.69141,9
888,4509,3002,25-07-2024,245059.9063,363,Active,01-05-2025,15,0,82843.67969,9
889,3363,761,10-02-2025,602737.5625,163,Active,09-06-2025,10,0,66184.78125,3
890,1492,4515,19-07-2025,196918.7344,30,Active,28-06-2025,10,0,17132.94922,6
891,237,1577,30-06-2025,247883.5938,30,Active,09-07-2025,9,0,124528.3438,1
892,354,2874,18-09-2024,197813.75,308,Legal Action,02-07-2025,39,1,28310.38086,9
893,3119,1153,22-05-2025,851528.75,62,Active,01-06-2025,5,0,244653.1719,6
894,3260,511,01-10-2024,387428,295,Active,15-05-2025,11,1,1981.079956,5
895,2274,1541,06-11-2024,292228.2813,259,Legal Action,23-05-2025,15,1,103968.4297,5
896,1875,101,01-07-2025,444523.875,30,Active,12-07-2025,25,0,107005.9688,6
897,718,937,08-09-2024,220848.1875,318,Active,28-05-2025,28,0,88167.25781,3
898,524,965,09-09-2023,228042.4063,683,Legal Action,01-05-2025,34,1,59845.69141,5
899,232,792,29-01-2025,205307.6563,175,Active,30-06-2025,21,0,20618.41992,3
900,622,4014,26-05-2025,318576.1875,58,Legal Action,22-07-2025,18,1,90445.39063,2
901,3898,4413,13-09-2024,294745.2813,313,Legal Action,02-05-2025,45,1,61338.12891,4
902,189,2843,17-02-2024,261953.0156,522,Legal Action,17-07-2025,15,1,66183.61719,9
903,1525,3783,01-10-2024,855586.0625,295,Active,01-06-2025,27,0,111745.2813,8
904,4336,4968,25-04-2025,259525.0625,89,Active,24-05-2025,18,0,48511.01172,3
905,618,1540,05-04-2025,458141.25,109,Active,18-05-2025,12,0,75090.10938,2
906,2686,2511,16-07-2024,116138.9609,372,Settled,20-07-2025,37,0,85638.35156,10
907,2844,1579,26-05-2025,398662.9375,58,Active,15-06-2025,23,0,158233.2344,1
908,1730,222,29-04-2024,267843.1875,450,Settled,03-05-2025,22,1,139997.9531,8
909,3568,3926,11-11-2022,455413.4063,985,Written Off,16-05-2025,41,1,131305.8125,2
910,4920,3280,07-05-2025,319003.8125,77,Active,08-07-2025,23,0,117483.5625,4
911,3574,3456,19-02-2025,175169.4688,154,Active,01-05-2025,16,0,67551.1875,9
912,3047,1029,16-01-2024,377818.4688,554,Active,21-07-2025,20,0,233941.375,7
913,4542,1834,18-07-2025,426604.1875,30,Active,21-07-2025,22,0,8392.799805,4
914,1870,2871,19-02-2025,347317.7188,154,Active,19-07-2025,12,0,148943.2344,5
915,835,3195,15-03-2025,439877.5938,130,Legal Action,08-06-2025,38,1,53759.80078,5
916,4232,3073,10-01-2024,196931.9844,560,Legal Action,07-06-2025,20,1,86251.42188,7
917,1755,113,28-04-2022,380011.375,1182,Settled,28-06-2025,18,1,380011.375,2
918,1520,2995,23-02-2025,215907.5781,150,Legal Action,27-04-2025,31,1,73465.25,9
919,3794,1392,01-04-2024,269287.9688,478,Legal Action,30-05-2025,18,1,57721.87891,10
920,719,4001,27-05-2024,205998.125,422,Legal Action,29-05-2025,36,1,89094.86719,3
921,478,4262,09-01-2025,313838.1875,195,Legal Action,27-06-2025,39,1,168878.2969,3
922,3991,170,25-05-2025,501185,59,Active,16-07-2025,13,1,220834.875,9
923,4178,180,24-09-2024,118245,302,Legal Action,21-06-2025,47,1,45992.82813,7
924,2757,707,28-09-2024,168549.8125,298,Active,08-07-2025,14,0,43903.32031,4
925,3254,3132,20-07-2025,209754.3438,30,Active,03-07-2025,8,0,11370.75,8
926,1074,2870,27-02-2025,514551.5625,146,Active,28-05-2025,7,0,283248.5313,5
927,1767,206,16-01-2022,740232.5,1284,Legal Action,29-04-2025,44,1,150220.5625,4
928,4932,4357,25-02-2025,323776,148,Active,12-06-2025,12,0,21608.28906,3
929,269,73,20-04-2025,310348.0938,94,Active,15-07-2025,9,0,113958.2266,10
930,549,2142,31-08-2023,346609.6563,692,Active,09-05-2025,9,0,47584.05859,6
931,2105,3628,18-02-2024,294278.5,521,Active,14-07-2025,22,0,114724.0625,2
932,1950,3780,05-02-2024,602199.25,534,Legal Action,16-07-2025,41,1,350217.5313,2
933,4382,4491,15-06-2024,313519.5625,403,Written Off,22-06-2025,27,1,2557.689941,7
934,830,2909,02-08-2024,786839.1875,355,Legal Action,11-07-2025,24,1,359052.2813,2
935,378,1916,28-08-2024,246824.5469,329,Active,25-05-2025,8,0,47929.87109,7
936,3691,1676,10-06-2025,254072.8125,43,Legal Action,15-07-2025,38,1,132326.9531,2
937,486,3019,21-06-2025,826802.875,32,Legal Action,15-07-2025,41,1,381349.4375,6
938,1263,1067,15-07-2025,278763.8125,30,Legal Action,14-07-2025,28,1,32837.35938,8
939,4356,4394,05-01-2023,466042.125,930,Written Off,01-06-2025,50,1,39366.5,3
940,4965,1316,29-11-2023,252051.9688,602,Written Off,21-06-2025,41,1,4988.259766,4
941,2010,3106,18-10-2024,170102.7969,278,Active,09-07-2025,15,0,99282.71094,4
942,4313,804,03-01-2025,465892.625,201,Active,27-04-2025,14,0,172421.6094,1
943,1788,1141,19-06-2024,328678.9688,399,Legal Action,09-05-2025,23,1,214143.1719,1
944,3575,2501,29-08-2024,382307.4375,328,Legal Action,23-05-2025,50,1,233472.7656,8
945,242,333,25-01-2025,515775.2813,179,Active,15-05-2025,23,0,227234.6875,3
946,2777,811,19-07-2025,448395.4375,30,Active,29-06-2025,30,0,265385.6875,7
947,169,1964,09-02-2025,576192.9375,164,Active,08-06-2025,16,1,68376.07813,6
948,129,2328,18-06-2025,631103.25,35,Active,30-06-2025,13,1,401424.5313,3
949,231,4076,02-02-2024,212771.125,537,Written Off,13-07-2025,57,1,75431.52344,6
950,613,547,28-02-2025,393131.5,145,Active,16-05-2025,17,0,97256.35938,8
951,4269,2703,31-03-2025,430300.0938,114,Active,24-06-2025,18,0,158204.2188,1
952,4970,2218,06-11-2024,358189.7813,259,Active,02-07-2025,7,1,6956.120117,7
953,3652,3516,17-07-2025,305949.0625,30,Active,17-07-2025,9,0,190037.1563,6
954,1597,4230,09-04-2024,262281.3438,470,Written Off,24-05-2025,34,1,53138.16016,5
955,2946,2281,17-04-2025,271740.5625,97,Active,30-05-2025,29,0,121130.6328,8
956,792,3075,31-07-2024,796643.4375,357,Legal Action,24-05-2025,41,1,142829.8906,8
957,3574,3455,25-01-2024,309479.5,545,Legal Action,27-04-2025,22,1,196480.5625,1
958,3648,2159,05-12-2023,398669.875,596,Active,14-06-2025,7,0,127546.5313,3
959,4116,4860,17-03-2025,286037.625,128,Active,23-06-2025,28,0,114115.8203,2
960,4030,2680,19-12-2024,434799.9375,216,Active,17-05-2025,17,0,144992.5625,9
961,2246,388,07-03-2024,406180.625,503,Active,19-05-2025,13,1,225276.3125,9
962,1825,2133,29-10-2022,493632.25,998,Settled,04-07-2025,17,0,239562.7031,2
963,4060,4546,24-06-2025,278636.8125,30,Active,20-07-2025,6,0,38519.35156,7
964,2663,638,28-07-2024,350680.875,360,Active,23-06-2025,22,0,185759.2031,7
965,4110,3609,11-02-2025,356671.1563,162,Active,17-06-2025,30,0,142395.0313,9
966,4527,1114,31-03-2025,321328.125,114,Active,28-05-2025,30,0,83743.8125,4
967,3402,368,21-05-2025,849120,63,Active,09-07-2025,23,0,34897.35938,4
968,3355,4499,22-12-2024,335530.3438,213,Active,05-07-2025,28,0,16874.5293,4
969,1668,1990,07-11-2024,96966.84375,258,Legal Action,14-07-2025,27,1,57431.85156,5
970,304,1594,19-11-2024,191222.8438,246,Settled,18-05-2025,39,0,158815.5625,6
971,1895,694,28-07-2024,192732.5469,360,Active,05-05-2025,28,1,45444.71875,2
972,3622,3303,17-05-2025,739801.6875,67,Legal Action,02-07-2025,32,1,428219.7188,9
973,3578,4092,01-02-2025,361929.2813,172,Active,21-06-2025,6,0,110741.3906,8
974,2268,1841,09-10-2024,203566.6875,287,Active,10-06-2025,7,1,23936.33008,2
975,4663,4824,28-06-2023,333007.0938,756,Settled,26-04-2025,18,0,333007.0938,3
976,3136,1378,05-10-2024,204951.4688,291,Active,04-07-2025,7,0,16080.34961,5
977,3364,2801,09-01-2023,161512.125,926,Written Off,16-07-2025,33,1,49831.94141,3
978,2532,614,04-01-2024,202740.6406,566,Legal Action,02-07-2025,48,1,125100.5391,9
979,4494,520,11-01-2025,239135.5625,193,Active,23-06-2025,9,1,9797.660156,3
980,3840,1684,08-01-2024,171461.75,562,Active,01-06-2025,15,0,32486.99023,10
981,1619,773,18-07-2025,632017.6875,30,Active,03-07-2025,14,0,202886.7344,8
982,2528,4994,08-05-2025,657068.25,76,Legal Action,01-07-2025,22,1,364290.75,6
983,3353,1171,14-07-2025,433747.75,30,Active,22-07-2025,7,0,1893.569946,2
984,4433,473,11-01-2025,309249.5938,193,Legal Action,24-06-2025,35,1,116383.6172,8
985,4840,4375,14-01-2023,239705.0938,921,Legal Action,22-05-2025,36,1,67577.5625,10
986,2563,2490,11-08-2024,323742.1563,346,Settled,25-05-2025,38,0,228517.9688,10
987,4517,1371,06-08-2024,267045.7813,351,Legal Action,27-05-2025,37,1,173605.0938,8
988,2424,1576,31-12-2024,603751.8125,204,Legal Action,27-06-2025,32,1,194881.9844,2
989,2271,4841,21-09-2023,384391.4375,671,Active,14-07-2025,28,0,173162.7344,7
990,2233,4486,05-10-2024,205200.8594,291,Legal Action,22-06-2025,25,1,24847.2207,5
991,3541,1406,05-05-2023,222630.8125,810,Written Off,19-06-2025,60,1,12330.71973,2
992,968,2265,17-07-2024,466907.6875,371,Settled,19-07-2025,39,1,466907.6875,2
993,2418,542,25-05-2024,623833,424,Legal Action,27-05-2025,36,1,217495.1875,7
994,4770,623,17-06-2025,466986.75,36,Active,25-06-2025,24,0,44816.89844,2
995,610,2139,24-06-2023,183229.9063,760,Legal Action,07-06-2025,38,1,57894.57813,9
996,3634,793,15-11-2022,706600.6875,981,Written Off,02-05-2025,68,1,105794.8203,6
997,629,4279,15-04-2023,213221.2344,830,Settled,17-05-2025,16,0,157030.7188,3
998,4774,2401,06-02-2025,475564,167,Active,30-06-2025,29,0,122770.8516,3
999,1545,4148,05-10-2024,281148.0938,291,Active,12-06-2025,21,0,52946.78125,10
1000,3073,3551,04-06-2023,247966.0156,780,Written Off,08-06-2025,67,1,13054.9502,3
1001,4759,4750,20-10-2023,586584.6875,642,Legal Action,05-05-2025,38,1,162027.3125,9
1002,4599,4510,18-10-2023,216270.5469,644,Legal Action,21-05-2025,39,1,75675.75,10
1003,2065,3139,03-02-2024,333635.3438,536,Written Off,06-05-2025,30,1,107929.0469,3
1004,1122,3525,26-08-2022,419969.3125,1062,Written Off,14-07-2025,65,1,23865.83008,7
1005,1129,594,06-06-2023,138821.75,778,Written Off,27-05-2025,28,1,32695.18945,7
1006,4011,4225,15-09-2024,471353.5313,311,Active,24-05-2025,17,0,35200.98047,6
1007,1008,4636,11-04-2025,617514.0625,103,Active,10-07-2025,29,0,19262,1
1008,3321,1448,28-11-2022,818067.0625,968,Legal Action,10-07-2025,48,1,318687.6875,5
1009,32,4828,29-03-2025,249346.2031,116,Active,26-04-2025,17,0,38460.21875,6
1010,2273,1472,18-08-2024,95427.38281,339,Legal Action,31-05-2025,42,1,48622.85938,3
1011,4285,1972,26-05-2025,163805.4063,58,Active,08-07-2025,10,0,59697.62891,1
1012,3925,3906,03-09-2024,644756.1875,323,Active,27-06-2025,20,0,292552.75,9
1013,648,919,08-11-2023,678613,623,Written Off,02-06-2025,37,1,136851.8281,7
1014,904,2465,09-07-2025,159164.6719,30,Active,10-07-2025,27,0,24169.49023,8
1015,4344,1797,12-06-2025,197764.8281,41,Legal Action,20-06-2025,36,1,140193.4375,9
1016,4006,456,10-04-2025,247720.1875,104,Active,12-05-2025,16,0,114742.9922,10
1017,3344,2476,15-11-2024,699581.25,250,Legal Action,05-06-2025,16,1,506726.875,9
1018,3309,4786,06-09-2023,157667.5469,686,Active,12-05-2025,24,0,75498.27344,1
1019,1543,2595,24-07-2024,669786.5,364,Active,05-05-2025,28,1,215706.6563,9
1020,1029,1585,08-03-2024,649049.6875,502,Legal Action,18-07-2025,43,1,178396.7188,7
1021,2844,1580,20-11-2024,231217.7656,245,Active,06-07-2025,29,0,14723.24023,6
1022,2216,1741,05-02-2023,759205.4375,899,Written Off,22-05-2025,33,1,4686.049805,5
1023,4337,3667,22-07-2025,187482.7344,30,Active,19-07-2025,13,0,103164.4063,6
1024,2415,2521,29-05-2025,214486.1875,55,Legal Action,16-06-2025,40,1,94771.29688,4
1025,2386,2862,16-01-2025,253290.625,188,Active,19-06-2025,17,0,33432.35156,9
1026,776,2364,10-03-2025,336890.125,135,Active,14-05-2025,9,0,79070.57031,6
1027,2255,1016,17-05-2025,266352.3438,67,Active,04-06-2025,27,0,47926.60156,7
1028,1709,1050,03-08-2024,359811.2813,354,Legal Action,04-05-2025,35,1,264013.875,2
1029,229,3656,23-07-2025,431011.3125,30,Legal Action,09-07-2025,39,1,271353.9688,1
1030,604,1414,01-01-2025,491863.25,203,Legal Action,18-06-2025,25,1,143379.7813,5
1031,2763,3306,27-10-2023,297627.6875,635,Written Off,20-05-2025,41,1,19710.55078,5
1032,1192,1774,27-05-2025,708067.5,57,Active,16-07-2025,14,1,101028.3828,10
1033,3018,2516,10-01-2025,304226.5313,194,Legal Action,04-05-2025,48,1,120063.0234,4
1034,4916,3545,11-06-2024,338742.875,407,Legal Action,06-05-2025,32,1,104664.0781,6
1035,2567,1306,18-09-2024,263620.6875,308,Legal Action,18-06-2025,25,1,125637.4219,8
1036,1104,2156,13-06-2024,240409.2813,405,Legal Action,08-07-2025,40,1,112827.3516,5
1037,2135,3313,02-04-2024,322184.7188,477,Written Off,23-06-2025,63,1,53175.03125,9
1038,863,1525,06-09-2024,216405.375,320,Settled,05-07-2025,16,0,170031,3
